,_time,seq_nr,test_number_x,time_latency,ue_id,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,test_number
162,2024-04-15 10:23:08+00:00,159,5,1630.0,3,10M,1.92,5.96,0.79,10.0,1,0.23,3,100.0,0.0,1.0,34349.0,0.0,11482.0,51.0,6.0,1.0,88.0,5.0
175,2024-04-15 10:23:21+00:00,175,5,1846.0,2,10M,1.69,9.96,0.84,10.0,1,0.21,3,100.0,0.0,2.0,34351.0,0.0,11480.0,51.0,6.0,1.0,88.0,5.0
182,2024-04-15 10:23:28+00:00,181,5,1829.75,2,10M,1.69,7.95,0.83,10.0,1,0.21,3,100.0,0.0,4.0,34364.0,1.0,11493.0,51.0,6.0,1.0,88.0,5.0
188,2024-04-15 10:23:34+00:00,191,5,1721.5,1,10M,1.73,11.9,0.82,10.0,1,0.21,3,100.0,0.0,3.0,34339.0,1.0,11482.0,51.0,6.0,1.0,88.0,5.0
194,2024-04-15 10:23:40+00:00,193,5,2149.0,2,10M,1.65,9.26,0.8,10.0,1,0.2,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,5.0
202,2024-04-15 10:23:48+00:00,201,5,2142.0,2,10M,1.49,13.3,0.83,10.0,1,0.18,3,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,6.0,1.0,88.0,5.0
209,2024-04-15 10:23:55+00:00,208,5,2336.5,2,10M,1.61,8.45,0.83,10.0,1,0.2,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
222,2024-04-15 10:24:08+00:00,224,5,1742.0,1,10M,1.72,10.17,0.81,10.0,1,0.21,3,100.0,0.0,3.0,34399.0,0.0,11505.0,51.0,6.0,1.0,88.0,5.0
229,2024-04-15 10:24:15+00:00,228,5,1908.8,2,10M,288.93,12.18,0.81,10.0,1,0.19,3,100.0,0.0,4.0,34341.0,1.0,11480.0,51.0,6.0,1.0,88.0,5.0
239,2024-04-15 10:24:25+00:00,241,5,1637.0,1,10M,2.21,7.52,0.77,10.0,1,0.27,3,100.0,0.0,0.0,34348.0,0.0,11482.0,51.0,6.0,1.0,88.0,5.0
268,2024-04-15 10:24:54+00:00,263,5,1391.0,3,10M,1.52,9.67,0.85,10.0,1,0.19,3,100.0,0.0,0.0,34371.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
310,2024-04-15 10:25:36+00:00,304,5,1790.25,3,10M,1.69,10.74,0.83,10.0,1,0.21,3,100.0,0.0,2.0,34351.0,0.0,11480.0,51.0,6.0,1.0,88.0,5.0
359,2024-04-15 10:26:25+00:00,350,5,2457.5,3,10M,245.18,32.73,0.88,10.0,1,0.11,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
366,2024-04-15 10:26:32+00:00,362,5,1726.67,2,10M,1.84,7.38,0.83,10.0,1,0.22,3,100.0,0.0,3.0,34363.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
375,2024-04-15 10:26:41+00:00,368,5,2670.0,3,10M,1.26,12.04,0.87,10.0,1,0.15,3,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
403,2024-04-15 10:27:09+00:00,395,5,1905.0,3,10M,142.5,8.9,0.83,10.0,1,0.2,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
425,2024-04-15 10:27:31+00:00,423,5,1402.33,1,10M,2.19,7.1,0.77,10.0,1,0.27,3,100.0,0.0,2.0,34385.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
432,2024-04-15 10:27:38+00:00,429,5,1901.25,1,10M,1.57,12.14,0.83,10.0,1,0.19,3,100.0,0.0,4.0,34317.0,1.0,11480.0,51.0,6.0,1.0,88.0,5.0
438,2024-04-15 10:27:44+00:00,436,5,1450.0,1,10M,1.91,7.73,0.8,10.0,1,0.23,3,100.0,0.0,1.0,34385.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
457,2024-04-15 10:28:03+00:00,455,5,1262.0,1,10M,1.78,8.86,0.83,10.0,1,0.22,3,100.0,0.0,0.0,34337.0,0.0,11480.0,51.0,6.0,1.0,88.0,5.0
502,2024-04-15 10:28:48+00:00,498,5,1913.0,1,10M,1.57,7.78,0.83,10.0,1,0.19,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
520,2024-04-15 10:29:06+00:00,513,5,2113.0,2,10M,1.6,10.24,0.82,10.0,1,0.19,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
526,2024-04-15 10:29:12+00:00,519,5,1254.0,2,10M,2.02,7.05,0.79,10.0,1,0.25,3,100.0,0.0,1.0,34385.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
546,2024-04-15 10:29:32+00:00,536,5,1893.5,3,10M,1.71,7.34,0.83,10.0,1,0.21,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
551,2024-04-15 10:29:37+00:00,541,5,1301.0,3,10M,2.01,10.08,0.81,10.0,1,0.24,3,100.0,0.0,1.0,34349.0,0.0,11482.0,51.0,6.0,1.0,88.0,5.0
564,2024-04-15 10:29:50+00:00,560,5,1968.0,1,10M,1.61,10.19,0.84,10.0,1,0.2,3,100.0,0.0,1.0,34408.0,0.0,11505.0,51.0,6.0,1.0,88.0,5.0
588,2024-04-15 10:30:14+00:00,583,5,1752.5,1,10M,1.91,10.67,0.79,10.0,1,0.23,3,100.0,0.0,0.0,34621.0,0.0,11575.0,51.0,6.0,1.0,88.0,5.0
593,2024-04-15 10:30:19+00:00,582,5,1796.0,3,10M,1.94,9.29,0.81,10.0,1,0.24,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,5.0
599,2024-04-15 10:30:25+00:00,591,5,1733.5,2,10M,1.74,9.65,0.8,10.0,1,0.21,3,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,6.0,1.0,88.0,5.0
612,2024-04-15 10:30:38+00:00,603,5,1517.67,2,10M,1.82,9.3,0.81,10.0,1,0.22,3,100.0,0.0,2.0,34386.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
617,2024-04-15 10:30:43+00:00,606,5,1545.0,3,10M,1.83,11.73,0.81,10.0,1,0.22,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
645,2024-04-15 10:31:11+00:00,636,5,1630.0,2,10M,1.91,7.78,0.81,10.0,1,0.23,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,5.0
658,2024-04-15 10:31:24+00:00,652,5,1249.0,1,10M,1.86,11.47,0.79,10.0,1,0.23,3,100.0,0.0,2.0,34351.0,0.0,11482.0,51.0,6.0,1.0,88.0,5.0
668,2024-04-15 10:31:34+00:00,662,5,1733.0,1,10M,1.93,9.04,0.74,10.0,1,0.24,3,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
683,2024-04-15 10:31:49+00:00,671,5,1249.5,3,10M,2.38,4.59,0.74,10.0,1,0.29,3,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
694,2024-04-15 10:32:00+00:00,684,5,1997.67,2,10M,1.86,9.9,0.81,10.0,1,0.23,3,100.0,0.0,2.0,34338.0,0.0,11481.0,51.0,6.0,1.0,88.0,5.0
698,2024-04-15 10:32:04+00:00,691,5,1021.0,1,10M,2.46,9.55,0.74,10.0,1,0.3,3,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
709,2024-04-15 10:32:15+00:00,702,5,1532.67,1,10M,2.25,7.75,0.77,10.0,1,0.27,3,100.0,0.0,2.0,34385.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
718,2024-04-15 10:32:24+00:00,708,5,1306.67,2,10M,2.29,9.69,0.78,10.0,1,0.28,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
728,2024-04-15 10:32:34+00:00,717,5,1222.75,2,10M,2.43,7.77,0.76,10.0,1,0.3,3,100.0,0.0,3.0,34375.0,1.0,11493.0,51.0,6.0,1.0,88.0,5.0
745,2024-04-15 10:32:51+00:00,738,5,1379.0,1,10M,2.1,8.2,0.79,10.0,1,0.26,3,100.0,0.0,0.0,34371.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
767,2024-04-15 10:33:13+00:00,755,5,1991.0,2,10M,1.55,12.95,0.83,10.0,1,0.19,3,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,6.0,1.0,88.0,5.0
772,2024-04-15 10:33:18+00:00,758,5,1628.0,3,10M,2.15,6.87,0.82,10.0,1,0.26,3,100.0,0.0,2.0,34385.0,0.0,11493.0,51.0,6.0,1.0,88.0,5.0
777,2024-04-15 10:33:23+00:00,766,5,1382.0,2,10M,2.25,7.36,0.76,10.0,1,0.27,3,100.0,0.0,1.0,34373.0,0.0,11492.0,51.0,6.0,1.0,88.0,5.0
809,2024-04-15 10:33:55+00:00,800,5,1591.5,1,10M,1.5,11.87,0.82,10.0,1,0.18,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,5.0
814,2024-04-15 10:34:00+00:00,805,5,1352.33,1,10M,2.27,8.55,0.83,10.0,1,0.28,3,100.0,0.0,3.0,34375.0,0.0,11492.0,51.0,6.0,1.0,88.0,5.0
818,2024-04-15 10:34:04+00:00,804,5,1034.0,3,10M,2.87,5.57,0.73,10.0,1,0.35,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
822,2024-04-15 10:34:08+00:00,814,5,1041.67,1,10M,2.91,7.45,0.69,10.0,1,0.35,3,100.0,0.0,3.0,34339.0,1.0,11482.0,51.0,5.0,1.0,90.0,5.0
829,2024-04-15 10:34:15+00:00,815,5,900.0,3,10M,2.68,4.86,0.7,10.0,1,0.33,3,100.0,0.0,1.0,34337.0,0.0,11481.0,51.0,5.0,1.0,90.0,5.0
833,2024-04-15 10:34:19+00:00,821,5,1018.0,2,10M,2.83,8.11,0.7,10.0,1,0.35,3,100.0,0.0,4.0,34364.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
837,2024-04-15 10:34:23+00:00,828,5,991.0,1,10M,2.95,5.05,0.73,10.0,1,0.36,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
845,2024-04-15 10:34:31+00:00,830,5,1084.0,3,10M,2.67,5.55,0.71,10.0,1,0.33,3,100.0,0.0,1.0,34326.0,0.0,11480.0,51.0,5.0,1.0,90.0,5.0
854,2024-04-15 10:34:40+00:00,841,5,1064.0,2,10M,2.61,6.75,0.74,10.0,1,0.32,3,100.0,0.0,1.0,34385.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
858,2024-04-15 10:34:44+00:00,849,5,1091.0,1,10M,3.02,5.69,0.72,10.0,1,0.37,3,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
868,2024-04-15 10:34:54+00:00,859,5,1330.0,1,10M,2.19,6.12,0.78,10.0,1,0.27,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,5.0
872,2024-04-15 10:34:58+00:00,863,5,1390.0,1,10M,2.39,9.0,0.73,10.0,1,0.29,3,100.0,0.0,1.0,34444.0,0.0,11517.0,51.0,5.0,1.0,90.0,5.0
888,2024-04-15 10:35:14+00:00,875,5,1261.0,2,10M,2.12,8.02,0.76,10.0,1,0.26,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
906,2024-04-15 10:35:32+00:00,893,5,1111.5,2,10M,2.99,4.65,0.72,10.0,1,0.37,3,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
910,2024-04-15 10:35:36+00:00,896,5,1286.33,2,10M,2.5,6.27,0.74,10.0,1,0.3,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
914,2024-04-15 10:35:40+00:00,904,5,1156.5,1,10M,2.83,5.99,0.71,10.0,1,0.35,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
918,2024-04-15 10:35:44+00:00,902,5,895.0,3,10M,2.82,4.88,0.72,10.0,1,0.34,3,100.0,0.0,2.0,34327.0,0.0,11480.0,51.0,5.0,1.0,90.0,5.0
927,2024-04-15 10:35:53+00:00,910,5,1340.0,3,10M,2.27,7.37,0.7,10.0,1,0.28,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
935,2024-04-15 10:36:01+00:00,919,5,1103.5,3,10M,2.84,2.95,0.7,10.0,1,0.35,3,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,5.0
944,2024-04-15 10:36:10+00:00,933,5,1052.0,1,10M,2.6,5.67,0.74,10.0,1,0.32,3,100.0,0.0,1.0,34349.0,0.0,11482.0,51.0,5.0,1.0,90.0,5.0
953,2024-04-15 10:36:19+00:00,942,5,1148.5,1,10M,2.45,9.97,0.74,10.0,1,0.3,3,100.0,0.0,0.0,34372.0,0.0,11492.0,51.0,5.0,1.0,90.0,5.0
964,2024-04-15 10:36:30+00:00,953,5,1531.0,1,10M,2.02,7.46,0.81,10.0,1,0.25,3,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
968,2024-04-15 10:36:34+00:00,957,5,1149.0,1,10M,2.71,6.31,0.72,10.0,1,0.33,3,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,5.0
973,2024-04-15 10:36:39+00:00,958,5,1235.5,2,10M,2.52,6.62,0.74,10.0,1,0.3,3,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,5.0
977,2024-04-15 10:36:43+00:00,960,5,1115.0,3,10M,2.94,3.9,0.73,10.0,1,0.36,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
981,2024-04-15 10:36:47+00:00,970,5,1136.0,1,10M,2.78,7.52,0.73,10.0,1,0.34,3,100.0,0.0,2.0,34385.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
985,2024-04-15 10:36:51+00:00,970,5,1112.5,2,10M,2.68,5.44,0.74,10.0,1,0.33,3,100.0,0.0,2.0,34350.0,0.0,11482.0,51.0,5.0,1.0,90.0,5.0
990,2024-04-15 10:36:56+00:00,978,5,1295.0,1,10M,2.25,5.4,0.73,10.0,1,0.28,3,100.0,0.0,2.0,34398.0,0.0,11503.0,51.0,5.0,1.0,90.0,5.0
1000,2024-04-15 10:37:06+00:00,989,5,1093.0,1,10M,2.2,6.07,0.81,10.0,1,0.27,3,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
1005,2024-04-15 10:37:11+00:00,987,5,1043.0,3,10M,2.34,7.56,0.75,10.0,1,0.29,3,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
1009,2024-04-15 10:37:15+00:00,993,5,1243.5,2,10M,2.59,5.37,0.74,10.0,1,0.32,3,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,5.0,1.0,90.0,5.0
1025,2024-04-15 10:37:31+00:00,1009,5,1169.0,2,10M,2.49,7.92,0.75,10.0,1,0.3,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
1029,2024-04-15 10:37:35+00:00,1011,5,1224.0,3,10M,2.76,5.7,0.72,10.0,1,0.34,3,100.0,0.0,2.0,34397.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
1034,2024-04-15 10:37:40+00:00,1022,5,1306.0,1,10M,2.39,4.6,0.73,10.0,1,0.29,3,100.0,0.0,3.0,34363.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
1039,2024-04-15 10:37:45+00:00,1021,5,1782.0,3,10M,2.17,5.38,0.8,10.0,1,0.26,3,100.0,0.0,3.0,34339.0,0.0,11480.0,51.0,5.0,1.0,90.0,5.0
1044,2024-04-15 10:37:50+00:00,1027,5,1171.5,2,10M,2.5,4.5,0.71,10.0,1,0.3,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
1062,2024-04-15 10:38:08+00:00,1049,5,1241.0,1,10M,2.48,5.23,0.74,10.0,1,0.3,3,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
1071,2024-04-15 10:38:17+00:00,1058,5,1481.33,1,10M,80.21,8.63,0.75,10.0,1,0.25,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
1081,2024-04-15 10:38:27+00:00,1067,5,1005.0,1,10M,2.13,4.92,0.75,10.0,1,0.26,3,100.0,0.0,0.0,34360.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
1102,2024-04-15 10:38:48+00:00,1089,5,1179.5,1,10M,2.31,3.87,0.79,10.0,1,0.28,3,100.0,0.0,1.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,5.0
1121,2024-04-15 10:39:07+00:00,1104,5,1190.0,2,10M,2.43,2.83,0.76,10.0,1,0.3,3,100.0,0.0,0.0,34384.0,0.0,11494.0,51.0,5.0,1.0,90.0,5.0
1130,2024-04-15 10:39:16+00:00,1113,5,1288.0,2,10M,2.49,5.31,0.74,10.0,1,0.3,3,100.0,0.0,2.0,34385.0,0.0,11493.0,51.0,5.0,1.0,90.0,5.0
1134,2024-04-15 10:39:20+00:00,1121,5,834.0,1,10M,3.62,4.52,0.67,10.0,1,0.44,3,100.0,0.0,6.0,33502.0,1.0,11205.0,51.0,6.0,1.0,88.0,5.0
1138,2024-04-15 10:39:24+00:00,1122,5,414.03,2,10M,5.06,2.56,0.54,10.0,1,0.62,3,100.0,0.0,5.0,34211.0,1.0,11438.0,51.0,6.0,1.0,88.0,5.0
1143,2024-04-15 10:39:29+00:00,1124,5,152.4,3,10M,0.89,2.62,0.08,10.0,1,0.11,3,100.0,0.0,10.0,9073.0,3.0,3030.0,51.0,49.0,1.0,5.0,5.0
1148,2024-04-15 10:39:34+00:00,1135,5,160.75,1,10M,0.0,2.62,0.0,10.0,1,0.0,3,100.0,0.0,9.0,9.0,2.0,2.0,51.0,49.0,1.0,5.0,5.0
1156,2024-04-15 10:39:42+00:00,1137,5,301.86,3,10M,0.0,2.62,0.0,10.0,1,0.0,3,100.0,0.0,16.0,16.0,5.0,5.0,51.0,49.0,1.0,5.0,5.0
1164,2024-04-15 10:39:50+00:00,1151,5,289.13,1,10M,0.0,2.62,0.0,10.0,1,0.0,3,100.0,0.0,16.0,16.0,5.0,5.0,51.0,49.0,1.0,5.0,5.0
1174,2024-04-15 10:40:00+00:00,1155,5,291.89,3,10M,0.0,2.62,0.0,10.0,1,0.0,3,100.0,0.0,20.0,20.0,6.0,6.0,51.0,49.0,1.0,5.0,5.0
11,2024-04-15 10:51:00+00:00,9,1,1406.75,3,10M,2.28,7.84,0.77,90.0,1,0.28,3,100.0,0.0,0.0,34396.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
23,2024-04-15 10:51:12+00:00,20,1,2346.5,3,10M,1.56,11.37,0.82,90.0,1,0.19,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
30,2024-04-15 10:51:19+00:00,29,1,1780.0,2,10M,1.71,10.07,0.83,90.0,1,0.21,3,100.0,0.0,4.0,34365.0,1.0,11492.0,51.0,5.0,1.0,90.0,1.0
36,2024-04-15 10:51:25+00:00,33,1,1834.5,3,10M,1.65,12.85,0.84,90.0,1,0.2,3,100.0,0.0,2.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
41,2024-04-15 10:51:30+00:00,43,1,1386.0,1,10M,2.02,9.64,0.8,90.0,1,0.25,3,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
46,2024-04-15 10:51:35+00:00,43,1,1337.33,3,10M,2.41,7.46,0.76,90.0,1,0.29,3,100.0,0.0,2.0,34350.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
55,2024-04-15 10:51:44+00:00,52,1,1149.5,3,10M,2.53,7.39,0.72,90.0,1,0.31,3,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
64,2024-04-15 10:51:53+00:00,63,1,1247.5,2,10M,2.29,6.85,0.73,90.0,1,0.28,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
69,2024-04-15 10:51:58+00:00,68,1,1302.33,2,10M,2.32,6.84,0.76,90.0,1,0.28,3,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,5.0,1.0,90.0,1.0
84,2024-04-15 10:52:13+00:00,86,1,1441.67,1,10M,2.27,5.88,0.77,90.0,1,0.28,3,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
93,2024-04-15 10:52:22+00:00,89,1,1339.33,3,10M,2.24,5.52,0.76,90.0,1,0.27,3,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
98,2024-04-15 10:52:27+00:00,94,1,1327.0,3,10M,2.32,5.78,0.76,90.0,1,0.28,3,100.0,0.0,3.0,34292.0,0.0,11459.0,51.0,6.0,1.0,88.0,1.0
111,2024-04-15 10:52:40+00:00,107,1,1005.0,3,10M,2.98,3.34,0.72,90.0,1,0.36,3,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,6.0,1.0,88.0,1.0
116,2024-04-15 10:52:45+00:00,117,1,1587.0,1,10M,2.51,4.21,0.73,90.0,1,0.31,3,100.0,0.0,2.0,34385.0,0.0,11494.0,51.0,6.0,1.0,88.0,1.0
120,2024-04-15 10:52:49+00:00,121,1,1337.0,1,10M,2.34,6.34,0.76,90.0,1,0.29,3,100.0,0.0,1.0,34337.0,0.0,11480.0,51.0,6.0,1.0,88.0,1.0
151,2024-04-15 10:53:20+00:00,152,1,1267.5,1,10M,2.35,9.79,0.74,90.0,1,0.29,3,100.0,0.0,1.0,34385.0,0.0,11494.0,51.0,6.0,1.0,88.0,1.0
164,2024-04-15 10:53:33+00:00,164,1,1139.5,1,10M,2.6,4.62,0.72,90.0,1,0.32,3,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,6.0,1.0,88.0,1.0
172,2024-04-15 10:53:41+00:00,172,1,978.0,1,10M,2.77,6.99,0.71,90.0,1,0.34,3,100.0,0.0,0.0,34337.0,0.0,11481.0,51.0,6.0,1.0,88.0,1.0
176,2024-04-15 10:53:45+00:00,171,1,1224.0,3,10M,2.66,4.48,0.74,90.0,1,0.32,3,100.0,0.0,3.0,34410.0,0.0,11505.0,51.0,6.0,1.0,88.0,1.0
184,2024-04-15 10:53:53+00:00,184,1,1138.0,1,10M,2.63,3.11,0.74,90.0,1,0.32,3,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,1.0
209,2024-04-15 10:54:18+00:00,206,1,1139.67,2,10M,2.67,6.28,0.72,90.0,1,0.33,3,100.0,0.0,1.0,34326.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
217,2024-04-15 10:54:26+00:00,211,1,1142.0,3,10M,2.9,4.89,0.72,90.0,1,0.35,3,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
221,2024-04-15 10:54:30+00:00,215,1,1133.0,3,10M,2.78,5.3,0.72,90.0,1,0.34,3,100.0,0.0,0.0,34337.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
234,2024-04-15 10:54:43+00:00,233,1,1081.0,1,10M,2.68,5.56,0.74,90.0,1,0.33,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
239,2024-04-15 10:54:48+00:00,235,1,1183.0,2,10M,1.64,10.61,0.75,90.0,1,0.2,3,100.0,0.0,3.0,34339.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
252,2024-04-15 10:55:01+00:00,251,1,1077.0,1,10M,2.84,5.14,0.72,90.0,1,0.35,3,100.0,0.0,0.0,34407.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
256,2024-04-15 10:55:05+00:00,250,1,1280.0,3,10M,2.39,5.42,0.76,90.0,1,0.29,3,100.0,0.0,2.0,34339.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
261,2024-04-15 10:55:10+00:00,257,1,1269.0,2,10M,2.58,4.94,0.72,90.0,1,0.32,3,100.0,0.0,0.0,34360.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
270,2024-04-15 10:55:19+00:00,266,1,1385.0,2,10M,2.22,6.61,0.73,90.0,1,0.27,3,100.0,0.0,0.0,34419.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
275,2024-04-15 10:55:24+00:00,273,1,1446.67,1,10M,2.09,10.09,0.75,90.0,1,0.26,3,100.0,0.0,3.0,34328.0,0.0,11480.0,51.0,5.0,1.0,90.0,1.0
293,2024-04-15 10:55:42+00:00,288,1,1358.0,2,10M,2.36,7.09,0.75,90.0,1,0.29,3,100.0,0.0,0.0,34324.0,0.0,11481.0,51.0,5.0,1.0,90.0,1.0
297,2024-04-15 10:55:46+00:00,292,1,1140.5,2,10M,2.46,9.32,0.73,90.0,1,0.3,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
315,2024-04-15 10:56:04+00:00,310,1,1087.0,2,10M,2.69,3.36,0.74,90.0,1,0.33,3,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
334,2024-04-15 10:56:23+00:00,325,1,1182.0,3,10M,2.21,8.95,0.73,90.0,1,0.27,3,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
340,2024-04-15 10:56:29+00:00,334,1,1594.33,2,10M,1.86,9.36,0.8,90.0,1,0.23,3,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,1.0
348,2024-04-15 10:56:37+00:00,344,1,2012.25,1,10M,136.96,15.41,0.84,90.0,1,0.17,3,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
361,2024-04-15 10:56:50+00:00,357,1,1739.0,1,10M,1.8,7.7,0.83,90.0,1,0.22,3,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,1.0
366,2024-04-15 10:56:55+00:00,357,1,1303.33,3,10M,2.24,6.21,0.77,90.0,1,0.27,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
382,2024-04-15 10:57:11+00:00,373,1,1646.33,3,10M,1.87,7.01,0.8,90.0,1,0.23,3,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,1.0
394,2024-04-15 10:57:23+00:00,390,1,1555.0,1,10M,1.78,10.63,0.8,90.0,1,0.22,3,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,1.0
