,_time,seq_nr,test_number_x,time_latency,ue_id,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,test_number
339,2024-04-15 11:40:28+00:00,325,3,1323.0,1,10M,2.33,6.43,0.75,90.0,1,0.28,2,100.0,0.0,3.0,34399.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
358,2024-04-15 11:40:47+00:00,353,3,1389.0,2,10M,2.08,5.83,0.78,90.0,1,0.25,2,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
372,2024-04-15 11:41:01+00:00,366,3,1395.0,2,10M,2.44,5.07,0.74,90.0,1,0.3,2,100.0,0.0,0.0,34325.0,0.0,11481.0,51.0,6.0,1.0,88.0,3.0
391,2024-04-15 11:41:20+00:00,380,3,1418.67,3,10M,2.18,7.28,0.75,90.0,1,0.27,2,100.0,0.0,3.0,34339.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
395,2024-04-15 11:41:24+00:00,389,3,1222.0,2,10M,2.37,5.38,0.74,90.0,1,0.29,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
416,2024-04-15 11:41:45+00:00,405,3,1496.67,3,10M,2.21,8.41,0.8,90.0,1,0.27,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
426,2024-04-15 11:41:55+00:00,415,3,1387.5,3,10M,2.3,5.09,0.78,90.0,1,0.28,2,100.0,0.0,1.0,34349.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
450,2024-04-15 11:42:19+00:00,443,3,1238.0,2,10M,2.52,5.14,0.76,90.0,1,0.31,2,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,6.0,1.0,88.0,3.0
459,2024-04-15 11:42:28+00:00,452,3,1210.5,2,10M,2.04,5.41,0.74,90.0,1,0.25,2,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
469,2024-04-15 11:42:38+00:00,461,3,1377.33,2,10M,2.27,7.77,0.77,90.0,1,0.28,2,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,6.0,1.0,88.0,3.0
474,2024-04-15 11:42:43+00:00,466,3,1393.0,2,10M,2.35,6.55,0.74,90.0,1,0.29,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
482,2024-04-15 11:42:51+00:00,470,3,1250.5,3,10M,2.65,3.89,0.73,90.0,1,0.32,2,100.0,0.0,1.0,34326.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
496,2024-04-15 11:43:05+00:00,488,3,1281.0,2,10M,2.32,5.63,0.76,90.0,1,0.28,2,100.0,0.0,0.0,34324.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
505,2024-04-15 11:43:14+00:00,497,3,1242.5,2,10M,2.32,6.31,0.76,90.0,1,0.28,2,100.0,0.0,2.0,34385.0,0.0,11492.0,51.0,6.0,1.0,88.0,3.0
518,2024-04-15 11:43:27+00:00,510,3,1167.0,2,10M,2.35,5.54,0.75,90.0,1,0.29,2,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
522,2024-04-15 11:43:31+00:00,509,3,943.0,3,10M,2.71,4.99,0.76,90.0,1,0.33,2,100.0,0.0,2.0,34433.0,0.0,11515.0,51.0,6.0,1.0,88.0,3.0
531,2024-04-15 11:43:40+00:00,518,3,1349.0,3,10M,2.31,6.01,0.73,90.0,1,0.28,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
535,2024-04-15 11:43:44+00:00,522,3,1085.0,3,10M,2.84,5.82,0.73,90.0,1,0.35,2,100.0,0.0,2.0,34362.0,0.0,11492.0,51.0,6.0,1.0,88.0,3.0
540,2024-04-15 11:43:49+00:00,531,3,1170.0,2,10M,2.54,5.05,0.72,90.0,1,0.31,2,100.0,0.0,2.0,34385.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
544,2024-04-15 11:43:53+00:00,535,3,1192.5,2,10M,2.23,9.28,0.71,90.0,1,0.27,2,100.0,0.0,4.0,34341.0,1.0,11482.0,51.0,6.0,1.0,88.0,3.0
552,2024-04-15 11:44:01+00:00,534,3,1101.0,1,10M,2.64,5.01,0.7,90.0,1,0.32,2,100.0,0.0,3.0,34375.0,1.0,11492.0,51.0,6.0,1.0,88.0,3.0
557,2024-04-15 11:44:06+00:00,539,3,1454.5,1,10M,2.36,5.04,0.73,90.0,1,0.29,2,100.0,0.0,1.0,34326.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
586,2024-04-15 11:44:35+00:00,576,3,1429.0,2,10M,1.8,7.34,0.78,90.0,1,0.22,2,100.0,0.0,1.0,34385.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
592,2024-04-15 11:44:41+00:00,582,3,1608.5,2,10M,1.94,9.13,0.81,90.0,1,0.24,2,100.0,0.0,2.0,34327.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
605,2024-04-15 11:44:54+00:00,595,3,1311.0,2,10M,2.28,8.19,0.74,90.0,1,0.28,2,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
617,2024-04-15 11:45:06+00:00,603,3,1234.0,3,10M,2.95,4.03,0.72,90.0,1,0.36,2,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
626,2024-04-15 11:45:15+00:00,607,3,1245.0,1,10M,2.75,4.29,0.72,90.0,1,0.34,2,100.0,0.0,0.0,34325.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
636,2024-04-15 11:45:25+00:00,616,3,1331.5,1,10M,2.15,5.45,0.75,90.0,1,0.26,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
645,2024-04-15 11:45:34+00:00,635,3,1172.0,2,10M,2.62,5.33,0.76,90.0,1,0.32,2,100.0,0.0,1.0,34337.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
651,2024-04-15 11:45:40+00:00,631,3,1546.25,1,10M,1.97,8.17,0.77,90.0,1,0.24,2,100.0,0.0,4.0,34341.0,1.0,11482.0,51.0,6.0,1.0,88.0,3.0
665,2024-04-15 11:45:54+00:00,654,3,971.0,2,10M,2.89,6.68,0.74,90.0,1,0.35,2,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
675,2024-04-15 11:46:04+00:00,655,3,1223.0,1,10M,2.72,6.52,0.7,90.0,1,0.33,2,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
679,2024-04-15 11:46:08+00:00,664,3,1181.5,3,10M,2.71,4.93,0.75,90.0,1,0.33,2,100.0,0.0,2.0,34327.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
695,2024-04-15 11:46:24+00:00,675,3,1193.67,1,10M,2.61,3.13,0.75,90.0,1,0.32,2,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
725,2024-04-15 11:46:54+00:00,713,3,983.5,2,10M,2.84,3.39,0.71,90.0,1,0.35,2,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
730,2024-04-15 11:46:59+00:00,713,3,1415.0,3,10M,2.17,8.21,0.79,90.0,1,0.26,2,100.0,0.0,2.0,34338.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
735,2024-04-15 11:47:04+00:00,718,3,1196.0,3,10M,2.38,6.91,0.73,90.0,1,0.29,2,100.0,0.0,1.0,34326.0,0.0,11481.0,51.0,6.0,1.0,88.0,3.0
752,2024-04-15 11:47:21+00:00,740,3,1209.0,2,10M,2.4,3.83,0.75,90.0,1,0.29,2,100.0,0.0,2.0,34326.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
761,2024-04-15 11:47:30+00:00,740,3,1187.67,1,10M,2.63,5.84,0.77,90.0,1,0.32,2,100.0,0.0,4.0,34364.0,1.0,11493.0,51.0,6.0,1.0,88.0,3.0
765,2024-04-15 11:47:34+00:00,748,3,1101.0,3,10M,2.96,6.51,0.71,90.0,1,0.36,2,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
769,2024-04-15 11:47:38+00:00,756,3,1059.5,2,10M,2.74,4.07,0.73,90.0,1,0.33,2,100.0,0.0,2.0,34339.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
801,2024-04-15 11:48:10+00:00,779,3,1234.5,1,10M,2.43,4.74,0.73,90.0,1,0.3,2,100.0,0.0,1.0,34349.0,0.0,11482.0,51.0,6.0,1.0,88.0,3.0
806,2024-04-15 11:48:15+00:00,788,3,1617.0,3,10M,1.97,5.64,0.79,90.0,1,0.24,2,100.0,0.0,1.0,34361.0,0.0,11492.0,51.0,6.0,1.0,88.0,3.0
820,2024-04-15 11:48:29+00:00,807,3,1368.0,2,10M,2.5,6.24,0.75,90.0,1,0.31,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
826,2024-04-15 11:48:35+00:00,803,3,1271.67,1,10M,2.29,7.51,0.76,90.0,1,0.28,2,100.0,0.0,2.0,34338.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
830,2024-04-15 11:48:39+00:00,816,3,1084.0,2,10M,2.49,6.86,0.77,90.0,1,0.3,2,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
840,2024-04-15 11:48:49+00:00,817,3,1486.0,1,10M,2.25,5.67,0.8,90.0,1,0.27,2,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
844,2024-04-15 11:48:53+00:00,826,3,1072.5,3,10M,2.74,3.46,0.72,90.0,1,0.33,2,100.0,0.0,1.0,34326.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
857,2024-04-15 11:49:06+00:00,834,3,1247.0,1,10M,2.49,4.9,0.73,90.0,1,0.3,2,100.0,0.0,0.0,34371.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
875,2024-04-15 11:49:24+00:00,852,3,1284.0,1,10M,2.42,7.14,0.74,90.0,1,0.3,2,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
887,2024-04-15 11:49:36+00:00,868,3,1044.0,3,10M,2.81,7.82,0.72,90.0,1,0.34,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
897,2024-04-15 11:49:46+00:00,877,3,1275.5,3,10M,2.38,7.35,0.74,90.0,1,0.29,2,100.0,0.0,1.0,34337.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
910,2024-04-15 11:49:59+00:00,895,3,1304.0,2,10M,2.44,6.13,0.75,90.0,1,0.3,2,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
920,2024-04-15 11:50:09+00:00,896,3,1237.0,1,10M,2.2,4.71,0.76,90.0,1,0.27,2,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
931,2024-04-15 11:50:20+00:00,906,3,1496.0,1,10M,1.73,8.55,0.81,90.0,1,0.21,2,100.0,0.0,0.0,34384.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
935,2024-04-15 11:50:24+00:00,911,3,1515.0,1,10M,2.31,5.88,0.8,90.0,1,0.28,2,100.0,0.0,2.0,34327.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
943,2024-04-15 11:50:32+00:00,923,3,1017.0,3,10M,2.97,2.77,0.69,90.0,1,0.36,2,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
948,2024-04-15 11:50:37+00:00,928,3,1643.0,3,10M,2.4,5.44,0.76,90.0,1,0.29,2,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
952,2024-04-15 11:50:41+00:00,932,3,1323.0,3,10M,2.4,5.58,0.75,90.0,1,0.29,2,100.0,0.0,1.0,34337.0,0.0,11480.0,51.0,6.0,1.0,88.0,3.0
962,2024-04-15 11:50:51+00:00,946,3,1243.67,2,10M,2.32,6.16,0.77,90.0,1,0.28,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
966,2024-04-15 11:50:55+00:00,950,3,1071.5,2,10M,2.72,4.61,0.76,90.0,1,0.33,2,100.0,0.0,2.0,34303.0,0.0,11470.0,51.0,6.0,1.0,88.0,3.0
974,2024-04-15 11:51:03+00:00,958,3,941.0,2,10M,2.73,4.58,0.69,90.0,1,0.33,2,100.0,0.0,0.0,34372.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
978,2024-04-15 11:51:07+00:00,957,3,1100.67,3,10M,2.68,8.23,0.72,90.0,1,0.33,2,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,6.0,1.0,88.0,3.0
1004,2024-04-15 11:51:33+00:00,983,3,1367.0,3,10M,2.34,6.0,0.72,90.0,1,0.29,2,100.0,0.0,1.0,34302.0,0.0,11469.0,51.0,6.0,1.0,88.0,3.0
1008,2024-04-15 11:51:37+00:00,991,3,1130.0,2,10M,2.39,6.72,0.73,90.0,1,0.29,2,100.0,0.0,3.0,34410.0,0.0,11505.0,51.0,6.0,1.0,88.0,3.0
1013,2024-04-15 11:51:42+00:00,992,3,1263.5,3,10M,2.59,4.33,0.73,90.0,1,0.32,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
1017,2024-04-15 11:51:46+00:00,996,3,1218.0,3,10M,2.66,3.67,0.72,90.0,1,0.32,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,3.0
1031,2024-04-15 11:52:00+00:00,1014,3,1284.0,2,10M,2.06,10.5,0.76,90.0,1,0.25,2,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,6.0,1.0,88.0,3.0
1035,2024-04-15 11:52:04+00:00,1018,3,1099.0,2,10M,2.22,6.54,0.73,90.0,1,0.27,2,100.0,0.0,1.0,34361.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1040,2024-04-15 11:52:09+00:00,1014,3,1285.5,1,10M,2.43,6.73,0.73,90.0,1,0.3,2,100.0,0.0,2.0,34350.0,0.0,11480.0,51.0,5.0,1.0,90.0,3.0
1045,2024-04-15 11:52:14+00:00,1018,3,1020.0,1,10M,2.42,6.24,0.74,90.0,1,0.3,2,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1054,2024-04-15 11:52:23+00:00,1036,3,1302.33,2,10M,2.37,7.43,0.76,90.0,1,0.29,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1074,2024-04-15 11:52:43+00:00,1047,3,1617.0,1,10M,2.44,7.54,0.78,90.0,1,0.3,2,100.0,0.0,0.0,34419.0,0.0,11505.0,51.0,5.0,1.0,90.0,3.0
1079,2024-04-15 11:52:48+00:00,1056,3,1287.0,3,10M,2.33,7.81,0.76,90.0,1,0.29,2,100.0,0.0,4.0,34328.0,1.0,11480.0,51.0,5.0,1.0,90.0,3.0
1083,2024-04-15 11:52:52+00:00,1056,3,1083.0,1,10M,2.54,4.84,0.77,90.0,1,0.31,2,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1087,2024-04-15 11:52:56+00:00,1069,3,1149.67,2,10M,2.81,5.17,0.73,90.0,1,0.34,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
1091,2024-04-15 11:53:00+00:00,1068,3,1099.0,3,10M,2.81,4.94,0.7,90.0,1,0.34,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
1100,2024-04-15 11:53:09+00:00,1077,3,1236.0,3,10M,2.52,5.24,0.75,90.0,1,0.31,2,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1106,2024-04-15 11:53:15+00:00,1087,3,1779.0,2,10M,2.04,9.55,0.79,90.0,1,0.25,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1110,2024-04-15 11:53:19+00:00,1091,3,1389.0,2,10M,2.15,6.51,0.75,90.0,1,0.26,2,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1115,2024-04-15 11:53:24+00:00,1087,3,1416.5,1,10M,2.03,7.01,0.78,90.0,1,0.25,2,100.0,0.0,2.0,34338.0,0.0,11480.0,51.0,5.0,1.0,90.0,3.0
1124,2024-04-15 11:53:33+00:00,1097,3,1283.5,1,10M,2.43,5.87,0.75,90.0,1,0.3,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1128,2024-04-15 11:53:37+00:00,1105,3,1092.0,3,10M,2.8,6.4,0.71,90.0,1,0.34,2,100.0,0.0,1.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,3.0
1141,2024-04-15 11:53:50+00:00,1118,3,603.0,3,10M,2.92,6.45,0.72,90.0,1,0.36,2,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,3.0
1146,2024-04-15 11:53:55+00:00,1128,3,154.72,2,10M,1.76,6.03,0.32,90.0,1,0.21,2,100.0,0.0,5.0,34093.0,1.0,11395.0,51.0,6.0,1.0,88.0,3.0
36,2024-04-15 11:56:45+00:00,37,4,1843.0,1,10M,1.82,6.95,0.8,90.0,1,0.22,1,100.0,0.0,3.0,34363.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
57,2024-04-15 11:57:06+00:00,51,4,1044.0,3,10M,2.95,4.63,0.72,90.0,1,0.36,2,100.0,0.0,0.0,34384.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
73,2024-04-15 11:57:22+00:00,70,4,1140.67,2,10M,2.53,5.61,0.72,90.0,1,0.31,2,100.0,0.0,2.0,34422.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
86,2024-04-15 11:57:35+00:00,83,4,1227.0,2,10M,2.7,6.24,0.73,90.0,1,0.33,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
122,2024-04-15 11:58:11+00:00,118,4,1104.0,2,10M,2.73,5.88,0.71,90.0,1,0.33,2,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,6.0,1.0,88.0,4.0
127,2024-04-15 11:58:16+00:00,127,4,1486.67,1,10M,2.18,7.29,0.76,90.0,1,0.27,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,6.0,1.0,88.0,4.0
140,2024-04-15 11:58:29+00:00,140,4,1317.5,1,10M,2.26,7.76,0.77,90.0,1,0.27,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,6.0,1.0,88.0,4.0
145,2024-04-15 11:58:34+00:00,141,4,1302.0,2,10M,2.16,6.97,0.76,90.0,1,0.26,1,100.0,0.0,4.0,34412.0,1.0,11505.0,51.0,6.0,1.0,88.0,4.0
149,2024-04-15 11:58:38+00:00,145,4,1476.0,2,10M,2.37,4.6,0.74,90.0,1,0.29,2,100.0,0.0,2.0,34351.0,0.0,11482.0,51.0,6.0,1.0,88.0,4.0
172,2024-04-15 11:59:01+00:00,171,4,1426.0,1,10M,2.37,6.87,0.74,90.0,1,0.29,2,100.0,0.0,2.0,34374.0,0.0,11492.0,51.0,6.0,1.0,88.0,4.0
176,2024-04-15 11:59:05+00:00,171,4,1163.0,2,10M,2.48,8.58,0.71,90.0,1,0.3,2,100.0,0.0,3.0,34375.0,0.0,11493.0,51.0,6.0,1.0,88.0,4.0
194,2024-04-15 11:59:23+00:00,186,4,1221.0,3,10M,2.36,5.49,0.76,90.0,1,0.29,2,100.0,0.0,1.0,34349.0,0.0,11480.0,51.0,5.0,1.0,90.0,4.0
215,2024-04-15 11:59:44+00:00,210,4,1002.0,2,10M,2.62,6.9,0.71,90.0,1,0.32,2,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
219,2024-04-15 11:59:48+00:00,217,4,1106.5,1,10M,2.68,6.96,0.74,90.0,1,0.33,1,100.0,0.0,4.0,34376.0,1.0,11493.0,51.0,5.0,1.0,90.0,4.0
232,2024-04-15 12:00:01+00:00,223,4,1215.0,3,10M,2.56,4.43,0.74,90.0,1,0.31,2,100.0,0.0,0.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
241,2024-04-15 12:00:10+00:00,235,4,1177.0,2,10M,2.57,5.67,0.74,90.0,1,0.31,2,100.0,0.0,1.0,34361.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
258,2024-04-15 12:00:27+00:00,252,4,1157.5,2,10M,2.64,5.53,0.74,90.0,1,0.32,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,4.0
267,2024-04-15 12:00:36+00:00,257,4,1194.5,3,10M,2.52,5.81,0.73,90.0,1,0.31,2,100.0,0.0,1.0,34373.0,0.0,11494.0,51.0,5.0,1.0,90.0,4.0
289,2024-04-15 12:00:58+00:00,286,4,1232.0,1,10M,2.42,6.9,0.76,90.0,1,0.3,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
292,2024-04-15 12:01:01+00:00,286,4,1016.0,2,10M,3.09,6.33,0.69,90.0,1,0.38,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
301,2024-04-15 12:01:10+00:00,298,4,1299.0,1,10M,2.57,6.23,0.73,90.0,1,0.31,2,100.0,0.0,0.0,34396.0,0.0,11494.0,51.0,5.0,1.0,90.0,4.0
305,2024-04-15 12:01:14+00:00,295,4,1217.5,3,10M,2.69,4.44,0.74,90.0,1,0.33,2,100.0,0.0,2.0,34374.0,0.0,11494.0,51.0,5.0,1.0,90.0,4.0
309,2024-04-15 12:01:18+00:00,306,4,1169.5,1,10M,2.68,5.38,0.72,90.0,1,0.33,2,100.0,0.0,2.0,34362.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
314,2024-04-15 12:01:23+00:00,311,4,1233.75,1,10M,2.6,5.44,0.74,90.0,1,0.32,2,100.0,0.0,4.0,34341.0,1.0,11480.0,51.0,5.0,1.0,90.0,4.0
322,2024-04-15 12:01:31+00:00,319,4,941.0,1,10M,2.82,3.78,0.75,90.0,1,0.34,2,100.0,0.0,0.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
325,2024-04-15 12:01:34+00:00,322,4,962.0,1,10M,3.05,6.46,0.71,90.0,1,0.37,2,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
333,2024-04-15 12:01:42+00:00,326,4,1150.0,2,10M,2.93,5.35,0.71,90.0,1,0.36,2,100.0,0.0,0.0,34396.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
338,2024-04-15 12:01:47+00:00,334,4,1153.5,1,10M,2.67,6.64,0.72,90.0,1,0.33,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
342,2024-04-15 12:01:51+00:00,338,4,1198.0,1,10M,2.75,6.81,0.72,90.0,1,0.33,2,100.0,0.0,2.0,34327.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
351,2024-04-15 12:02:00+00:00,340,4,998.0,3,10M,2.73,6.12,0.72,90.0,1,0.33,2,100.0,0.0,1.0,34373.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
360,2024-04-15 12:02:09+00:00,356,4,1298.0,1,10M,2.38,7.59,0.75,90.0,1,0.29,2,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
367,2024-04-15 12:02:16+00:00,356,4,1177.5,3,10M,2.99,5.35,0.71,90.0,1,0.36,2,100.0,0.0,2.0,34374.0,0.0,11493.0,51.0,5.0,1.0,90.0,4.0
371,2024-04-15 12:02:20+00:00,360,4,942.0,3,10M,2.86,3.35,0.7,90.0,1,0.35,2,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
375,2024-04-15 12:02:24+00:00,367,4,1175.5,2,10M,2.77,6.62,0.7,90.0,1,0.34,2,100.0,0.0,2.0,34339.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
380,2024-04-15 12:02:29+00:00,372,4,1176.33,2,10M,2.66,5.42,0.75,90.0,1,0.32,2,100.0,0.0,2.0,34255.0,0.0,11457.0,51.0,5.0,1.0,90.0,4.0
383,2024-04-15 12:02:32+00:00,379,4,1074.0,1,10M,3.03,5.4,0.68,90.0,1,0.37,2,100.0,0.0,2.0,34445.0,0.0,11517.0,51.0,5.0,1.0,90.0,4.0
388,2024-04-15 12:02:37+00:00,376,4,1143.5,3,10M,2.62,4.0,0.71,90.0,1,0.32,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
392,2024-04-15 12:02:41+00:00,388,4,1031.0,1,10M,2.79,6.4,0.74,90.0,1,0.34,2,100.0,0.0,2.0,34350.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
414,2024-04-15 12:03:03+00:00,409,4,941.5,1,10M,2.77,4.18,0.69,90.0,1,0.34,2,100.0,0.0,2.0,34339.0,0.0,11480.0,51.0,5.0,1.0,90.0,4.0
419,2024-04-15 12:03:08+00:00,413,4,1223.0,1,10M,2.32,5.94,0.72,90.0,1,0.28,2,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,4.0
425,2024-04-15 12:03:14+00:00,412,4,1555.33,3,10M,2.15,7.58,0.8,90.0,1,0.26,2,100.0,0.0,2.0,34409.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
429,2024-04-15 12:03:18+00:00,424,4,1241.0,1,10M,2.6,4.54,0.76,90.0,1,0.32,2,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
443,2024-04-15 12:03:32+00:00,434,4,1341.0,2,10M,2.42,7.42,0.74,90.0,1,0.29,2,100.0,0.0,2.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
453,2024-04-15 12:03:42+00:00,448,4,1189.0,1,10M,2.61,6.66,0.76,90.0,1,0.32,1,100.0,0.0,1.0,34337.0,0.0,11480.0,51.0,5.0,1.0,90.0,4.0
457,2024-04-15 12:03:46+00:00,452,4,1108.67,1,10M,2.83,4.73,0.71,90.0,1,0.35,2,100.0,0.0,2.0,34362.0,0.0,11494.0,51.0,5.0,1.0,90.0,4.0
462,2024-04-15 12:03:51+00:00,448,4,1092.0,3,10M,2.56,7.09,0.7,90.0,1,0.31,2,100.0,0.0,3.0,34410.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
504,2024-04-15 12:04:33+00:00,498,4,1430.5,1,10M,2.51,5.17,0.73,90.0,1,0.31,2,100.0,0.0,1.0,34337.0,0.0,11482.0,51.0,5.0,1.0,90.0,4.0
530,2024-04-15 12:04:59+00:00,523,4,1159.5,1,10M,2.71,4.81,0.71,90.0,1,0.33,2,100.0,0.0,1.0,34408.0,0.0,11505.0,51.0,5.0,1.0,90.0,4.0
