,_time,seq_nr,test_number_x,time_latency,ue_id,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,test_number_y,transfer,ue_nr_x,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number,ue_nr_y
1219,2024-04-19 11:20:37+00:00,828,2,1185.67,2,10M,2.58,8.16,0.74,90.0,2,0.32,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:20:37,2,1
1225,2024-04-19 11:20:41+00:00,828,2,1206.0,3,10M,2.46,4.28,0.76,90.0,2,0.3,3,100,0,1,11466,1,11499,51,6,1,88,2024-04-19 11:20:41,2,1
1232,2024-04-19 11:20:47+00:00,834,2,1447.0,3,10M,2.09,8.78,0.78,90.0,2,0.26,3,100,0,0,11394,0,11429,51,6,1,88,2024-04-19 11:20:47,2,1
1245,2024-04-19 11:20:56+00:00,847,2,1391.5,2,10M,2.29,6.11,0.77,90.0,2,0.28,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:20:56,2,1
1252,2024-04-19 11:21:01+00:00,852,2,1226.5,2,10M,2.46,4.62,0.76,90.0,2,0.3,3,100,0,2,11455,2,11499,51,6,1,88,2024-04-19 11:21:01,2,1
1258,2024-04-19 11:21:05+00:00,862,2,1532.0,1,10M,2.48,7.36,0.75,90.0,2,0.3,3,100,0,0,11394,0,11429,51,6,1,88,2024-04-19 11:21:05,2,1
1264,2024-04-19 11:21:10+00:00,868,2,1128.5,1,10M,2.67,5.73,0.75,90.0,2,0.33,3,100,0,0,11465,0,11494,51,6,1,88,2024-04-19 11:21:10,2,1
1279,2024-04-19 11:21:21+00:00,868,2,1714.0,3,10M,1.84,7.87,0.8,90.0,2,0.23,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:21:21,2,1
1286,2024-04-19 11:21:26+00:00,876,2,1108.0,2,10M,2.3,8.23,0.74,90.0,2,0.28,3,100,0,0,11465,0,11494,51,6,1,88,2024-04-19 11:21:26,2,1
1292,2024-04-19 11:21:30+00:00,880,2,1542.0,2,10M,2.25,7.17,0.79,90.0,2,0.27,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:21:30,2,1
1312,2024-04-19 11:21:44+00:00,890,2,1535.0,3,10M,2.2,7.74,0.78,90.0,2,0.27,3,100,0,0,11454,0,11494,51,6,1,88,2024-04-19 11:21:44,2,1
1325,2024-04-19 11:21:54+00:00,911,2,1352.0,1,10M,2.46,7.06,0.77,90.0,2,0.3,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:21:54,2,1
1331,2024-04-19 11:21:58+00:00,915,2,1203.33,1,10M,2.64,5.62,0.72,90.0,2,0.32,3,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:21:58,2,1
1339,2024-04-19 11:22:04+00:00,909,2,1635.67,3,10M,1.97,6.21,0.79,90.0,2,0.24,3,100,0,2,11420,2,11464,51,6,1,88,2024-04-19 11:22:04,2,1
1346,2024-04-19 11:22:09+00:00,914,2,1326.25,3,10M,2.34,5.6,0.75,90.0,2,0.29,3,100,0,2,11455,2,11494,51,6,1,88,2024-04-19 11:22:09,2,1
1359,2024-04-19 11:22:18+00:00,934,2,1280.5,1,10M,2.53,5.74,0.74,90.0,2,0.31,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:22:18,2,1
1372,2024-04-19 11:22:27+00:00,932,2,1040.0,3,10M,2.47,6.78,0.74,90.0,2,0.3,3,100,0,0,11454,0,11494,51,6,1,88,2024-04-19 11:22:27,2,1
1378,2024-04-19 11:22:31+00:00,941,2,1178.0,2,10M,2.66,6.39,0.71,90.0,2,0.32,3,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:22:31,2,1
1391,2024-04-19 11:22:40+00:00,945,2,1689.0,3,10M,2.33,4.71,0.75,90.0,2,0.28,3,100,0,1,11383,1,11429,51,6,1,88,2024-04-19 11:22:40,2,1
1405,2024-04-19 11:22:50+00:00,959,2,1178.0,2,10M,2.16,7.69,0.76,90.0,2,0.26,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:22:50,2,1
1413,2024-04-19 11:22:56+00:00,965,2,1541.5,2,10M,2.04,8.31,0.78,90.0,2,0.25,3,100,0,0,11418,0,11464,51,6,1,88,2024-04-19 11:22:56,2,1
1427,2024-04-19 11:23:06+00:00,981,2,1317.33,1,10M,2.41,9.24,0.77,90.0,2,0.29,3,100,0,0,11453,0,11494,51,6,1,88,2024-04-19 11:23:06,2,1
1459,2024-04-19 11:23:30+00:00,994,2,1159.5,3,10M,2.64,6.8,0.74,90.0,2,0.32,3,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:23:30,2,1
1492,2024-04-19 11:23:53+00:00,1028,2,1205.0,1,10M,2.37,5.81,0.73,90.0,2,0.29,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:23:53,2,1
1505,2024-04-19 11:24:02+00:00,1026,2,1041.0,3,10M,2.65,4.24,0.71,90.0,2,0.32,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:24:02,2,1
1512,2024-04-19 11:24:07+00:00,1041,2,1337.0,1,10M,2.17,8.46,0.76,90.0,2,0.26,3,100,0,0,11430,0,11464,51,6,1,88,2024-04-19 11:24:07,2,1
1519,2024-04-19 11:24:12+00:00,1046,2,1221.5,1,10M,2.3,5.94,0.75,90.0,2,0.28,3,100,0,1,11431,1,11464,51,6,1,88,2024-04-19 11:24:12,2,1
1547,2024-04-19 11:24:32+00:00,1055,2,1445.0,3,10M,2.06,9.89,0.79,90.0,2,0.25,3,100,0,1,11454,1,11499,51,6,1,88,2024-04-19 11:24:32,2,1
1554,2024-04-19 11:24:37+00:00,1064,2,1337.33,2,10M,2.19,10.15,0.73,90.0,2,0.27,3,100,0,0,11394,0,11429,51,6,1,88,2024-04-19 11:24:37,2,1
1601,2024-04-19 11:25:10+00:00,1092,2,1133.0,3,10M,2.67,6.85,0.73,90.0,2,0.33,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:25:10,2,1
1607,2024-04-19 11:25:14+00:00,1107,2,1072.0,1,10M,2.62,4.91,0.76,90.0,2,0.32,3,100,0,0,11429,0,11464,51,6,1,88,2024-04-19 11:25:14,2,1
1633,2024-04-19 11:25:33+00:00,1127,2,219.67,1,10M,3.7,4.02,0.66,90.0,2,0.45,3,100,0,0,12778,0,12818,51,6,1,88,2024-04-19 11:25:33,2,1
1639,2024-04-19 11:25:37+00:00,1131,2,306.0,1,10M,7.94,2.05,0.29,90.0,2,0.95,3,100,0,2,10248,2,10275,51,6,1,88,2024-04-19 11:25:37,2,1
