,_time,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number,ue_nr,bandwidth_required,noise_amplitude,prb
533,2024-06-17 15:40:11+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:11,1,1,1M,-18.0,52.0
534,2024-06-17 15:40:12+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:12,1,1,1M,-18.0,52.0
535,2024-06-17 15:40:14+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:14,1,1,1M,-17.8,52.0
536,2024-06-17 15:40:15+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:15,1,1,1M,-17.8,52.0
537,2024-06-17 15:40:16+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:16,1,1,1M,-17.8,52.0
538,2024-06-17 15:40:18+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:18,1,1,1M,-17.8,52.0
539,2024-06-17 15:40:19+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:19,1,1,1M,-17.8,52.0
540,2024-06-17 15:40:20+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:20,1,1,1M,-17.8,52.0
541,2024-06-17 15:40:22+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:22,1,1,1M,-17.8,52.0
542,2024-06-17 15:40:23+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:23,1,1,1M,-17.8,52.0
543,2024-06-17 15:40:24+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:24,1,1,1M,-17.8,52.0
544,2024-06-17 15:40:26+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:26,1,1,1M,-17.8,52.0
545,2024-06-17 15:40:27+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:27,1,1,1M,-17.8,52.0
546,2024-06-17 15:40:28+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:28,1,1,1M,-17.8,52.0
547,2024-06-17 15:40:30+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:30,1,1,1M,-17.8,52.0
548,2024-06-17 15:40:31+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:31,1,1,1M,-17.8,52.0
549,2024-06-17 15:40:32+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:32,1,1,1M,-17.8,52.0
550,2024-06-17 15:40:33+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:33,1,1,1M,-17.8,52.0
551,2024-06-17 15:40:35+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:35,1,1,1M,-17.8,52.0
552,2024-06-17 15:40:36+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:36,1,1,1M,-17.8,52.0
553,2024-06-17 15:40:37+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:37,1,1,1M,-17.8,52.0
554,2024-06-17 15:40:39+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:39,1,1,1M,-17.8,52.0
555,2024-06-17 15:40:40+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:40,1,1,1M,-17.8,52.0
556,2024-06-17 15:40:41+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:41,1,1,1M,-17.8,52.0
557,2024-06-17 15:40:43+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:43,1,1,1M,-17.8,52.0
558,2024-06-17 15:40:44+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:44,1,1,1M,-17.8,52.0
559,2024-06-17 15:40:45+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:45,1,1,1M,-17.8,52.0
560,2024-06-17 15:40:47+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:47,1,1,1M,-17.8,52.0
561,2024-06-17 15:40:48+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:48,1,1,1M,-17.8,52.0
562,2024-06-17 15:40:49+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:49,1,1,1M,-17.8,52.0
563,2024-06-17 15:40:51+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:51,1,1,1M,-17.8,52.0
564,2024-06-17 15:40:52+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:52,1,1,1M,-17.8,52.0
565,2024-06-17 15:40:53+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:53,1,1,1M,-17.8,52.0
566,2024-06-17 15:40:55+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:55,1,1,1M,-17.8,52.0
567,2024-06-17 15:40:56+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:56,1,1,1M,-17.8,52.0
568,2024-06-17 15:40:57+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:57,1,1,1M,-17.8,52.0
569,2024-06-17 15:40:59+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:40:59,1,1,1M,-17.8,52.0
570,2024-06-17 15:41:00+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:00,1,1,1M,-17.8,52.0
571,2024-06-17 15:41:01+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:01,1,1,1M,-17.8,52.0
572,2024-06-17 15:41:03+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:03,1,1,1M,-17.8,52.0
573,2024-06-17 15:41:04+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:04,1,1,1M,-17.8,52.0
574,2024-06-17 15:41:05+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:05,1,1,1M,-17.8,52.0
575,2024-06-17 15:41:07+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:07,1,1,1M,-17.8,52.0
576,2024-06-17 15:41:08+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:08,1,1,1M,-17.8,52.0
577,2024-06-17 15:41:09+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:09,1,1,1M,-17.8,52.0
578,2024-06-17 15:41:11+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:11,1,1,1M,-17.8,52.0
579,2024-06-17 15:41:12+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:12,1,1,1M,-17.8,52.0
580,2024-06-17 15:41:13+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:13,1,1,1M,-17.8,52.0
581,2024-06-17 15:41:15+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:15,1,1,1M,-17.8,52.0
582,2024-06-17 15:41:16+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:16,1,1,1M,-17.8,52.0
583,2024-06-17 15:41:17+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:17,1,1,1M,-17.8,52.0
584,2024-06-17 15:41:19+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:19,1,1,1M,-17.8,52.0
585,2024-06-17 15:41:20+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:20,1,1,1M,-17.8,52.0
586,2024-06-17 15:41:21+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:21,1,1,1M,-17.8,52.0
587,2024-06-17 15:41:23+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:23,1,1,1M,-17.8,52.0
588,2024-06-17 15:41:24+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:24,1,1,1M,-17.8,52.0
589,2024-06-17 15:41:25+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:25,1,1,1M,-17.8,52.0
590,2024-06-17 15:41:27+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:27,1,1,1M,-17.8,52.0
591,2024-06-17 15:41:28+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:28,1,1,1M,-17.8,52.0
592,2024-06-17 15:41:29+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:29,1,1,1M,-17.8,52.0
593,2024-06-17 15:41:30+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:30,1,1,1M,-17.8,52.0
594,2024-06-17 15:41:32+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:32,1,1,1M,-17.8,52.0
595,2024-06-17 15:41:33+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:33,1,1,1M,-17.8,52.0
596,2024-06-17 15:41:34+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:34,1,1,1M,-17.8,52.0
597,2024-06-17 15:41:36+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:36,1,1,1M,-17.8,52.0
598,2024-06-17 15:41:37+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:37,1,1,1M,-17.8,52.0
599,2024-06-17 15:41:39+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:39,1,1,1M,-17.8,52.0
600,2024-06-17 15:41:40+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:40,1,1,1M,-17.8,52.0
601,2024-06-17 15:41:42+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:42,1,1,1M,-17.8,52.0
602,2024-06-17 15:41:43+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:43,1,1,1M,-17.8,52.0
603,2024-06-17 15:41:44+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:44,1,1,1M,-17.8,52.0
604,2024-06-17 15:41:45+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:45,1,1,1M,-17.8,52.0
605,2024-06-17 15:41:47+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:47,1,1,1M,-17.8,52.0
606,2024-06-17 15:41:48+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:48,1,1,1M,-17.8,52.0
607,2024-06-17 15:41:49+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:49,1,1,1M,-17.8,52.0
608,2024-06-17 15:41:51+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:51,1,1,1M,-17.8,52.0
609,2024-06-17 15:41:52+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:52,1,1,1M,-17.8,52.0
610,2024-06-17 15:41:53+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:53,1,1,1M,-17.8,52.0
611,2024-06-17 15:41:55+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:55,1,1,1M,-17.8,52.0
612,2024-06-17 15:41:56+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:56,1,1,1M,-17.8,52.0
613,2024-06-17 15:41:57+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:57,1,1,1M,-17.8,52.0
614,2024-06-17 15:41:59+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:41:59,1,1,1M,-17.8,52.0
615,2024-06-17 15:42:00+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:00,1,1,1M,-17.8,52.0
616,2024-06-17 15:42:01+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:01,1,1,1M,-17.8,52.0
617,2024-06-17 15:42:03+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:03,1,1,1M,-17.8,52.0
618,2024-06-17 15:42:04+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:04,1,1,1M,-17.8,52.0
619,2024-06-17 15:42:06+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:06,1,1,1M,-17.8,52.0
620,2024-06-17 15:42:07+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:07,1,1,1M,-17.8,52.0
621,2024-06-17 15:42:08+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:08,1,1,1M,-17.8,52.0
622,2024-06-17 15:42:09+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:09,1,1,1M,-17.8,52.0
623,2024-06-17 15:42:11+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:11,1,1,1M,-17.8,52.0
624,2024-06-17 15:42:12+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:12,1,1,1M,-17.8,52.0
625,2024-06-17 15:42:13+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:13,1,1,1M,-17.8,52.0
626,2024-06-17 15:42:15+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:15,1,1,1M,-17.6,52.0
627,2024-06-17 15:42:16+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:16,1,1,1M,-17.6,52.0
628,2024-06-17 15:42:17+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:17,1,1,1M,-17.6,52.0
629,2024-06-17 15:42:19+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:19,1,1,1M,-17.6,52.0
630,2024-06-17 15:42:20+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:20,1,1,1M,-17.6,52.0
631,2024-06-17 15:42:21+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:21,1,1,1M,-17.6,52.0
632,2024-06-17 15:42:22+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:22,1,1,1M,-17.6,52.0
633,2024-06-17 15:42:24+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:24,1,1,1M,-17.6,52.0
634,2024-06-17 15:42:25+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:25,1,1,1M,-17.6,52.0
635,2024-06-17 15:42:26+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:26,1,1,1M,-17.6,52.0
636,2024-06-17 15:42:28+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:28,1,1,1M,-17.6,52.0
637,2024-06-17 15:42:29+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:29,1,1,1M,-17.6,52.0
638,2024-06-17 15:42:30+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:30,1,1,1M,-17.6,52.0
639,2024-06-17 15:42:31+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:31,1,1,1M,-17.6,52.0
640,2024-06-17 15:42:33+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:33,1,1,1M,-17.6,52.0
641,2024-06-17 15:42:34+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:34,1,1,1M,-17.6,52.0
642,2024-06-17 15:42:35+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:35,1,1,1M,-17.6,52.0
643,2024-06-17 15:42:37+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:37,1,1,1M,-17.6,52.0
644,2024-06-17 15:42:38+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:38,1,1,1M,-17.6,52.0
645,2024-06-17 15:42:39+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:39,1,1,1M,-17.6,52.0
646,2024-06-17 15:42:41+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:41,1,1,1M,-17.6,52.0
647,2024-06-17 15:42:42+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:42,1,1,1M,-17.6,52.0
648,2024-06-17 15:42:43+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:43,1,1,1M,-17.6,52.0
649,2024-06-17 15:42:44+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:44,1,1,1M,-17.6,52.0
650,2024-06-17 15:42:46+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:46,1,1,1M,-17.6,52.0
651,2024-06-17 15:42:47+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:47,1,1,1M,-17.6,52.0
652,2024-06-17 15:42:48+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:48,1,1,1M,-17.6,52.0
653,2024-06-17 15:42:50+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:50,1,1,1M,-17.6,52.0
654,2024-06-17 15:42:51+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:51,1,1,1M,-17.6,52.0
655,2024-06-17 15:42:52+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:52,1,1,1M,-17.6,52.0
656,2024-06-17 15:42:54+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:54,1,1,1M,-17.6,52.0
657,2024-06-17 15:42:55+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:55,1,1,1M,-17.6,52.0
658,2024-06-17 15:42:56+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:56,1,1,1M,-17.6,52.0
659,2024-06-17 15:42:58+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:58,1,1,1M,-17.6,52.0
660,2024-06-17 15:42:59+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:42:59,1,1,1M,-17.6,52.0
661,2024-06-17 15:43:00+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:00,1,1,1M,-17.6,52.0
662,2024-06-17 15:43:02+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:02,1,1,1M,-17.6,52.0
663,2024-06-17 15:43:03+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:03,1,1,1M,-17.6,52.0
664,2024-06-17 15:43:04+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:04,1,1,1M,-17.6,52.0
665,2024-06-17 15:43:06+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:06,1,1,1M,-17.6,52.0
666,2024-06-17 15:43:07+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:07,1,1,1M,-17.6,52.0
667,2024-06-17 15:43:08+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:08,1,1,1M,-17.6,52.0
668,2024-06-17 15:43:10+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:10,1,1,1M,-17.6,52.0
669,2024-06-17 15:43:11+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:11,1,1,1M,-17.6,52.0
670,2024-06-17 15:43:12+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:12,1,1,1M,-17.6,52.0
671,2024-06-17 15:43:13+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:13,1,1,1M,-17.6,52.0
672,2024-06-17 15:43:15+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:15,1,1,1M,-17.6,52.0
673,2024-06-17 15:43:16+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:16,1,1,1M,-17.6,52.0
674,2024-06-17 15:43:17+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:17,1,1,1M,-17.6,52.0
675,2024-06-17 15:43:19+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:19,1,1,1M,-17.6,52.0
676,2024-06-17 15:43:20+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:20,1,1,1M,-17.6,52.0
677,2024-06-17 15:43:21+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:21,1,1,1M,-17.6,52.0
678,2024-06-17 15:43:23+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:23,1,1,1M,-17.6,52.0
679,2024-06-17 15:43:24+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:24,1,1,1M,-17.6,52.0
680,2024-06-17 15:43:25+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:25,1,1,1M,-17.6,52.0
681,2024-06-17 15:43:27+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:27,1,1,1M,-17.6,52.0
682,2024-06-17 15:43:28+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:28,1,1,1M,-17.6,52.0
683,2024-06-17 15:43:29+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:29,1,1,1M,-17.6,52.0
684,2024-06-17 15:43:31+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:31,1,1,1M,-17.6,52.0
685,2024-06-17 15:43:32+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:32,1,1,1M,-17.6,52.0
686,2024-06-17 15:43:33+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:33,1,1,1M,-17.6,52.0
687,2024-06-17 15:43:35+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:35,1,1,1M,-17.6,52.0
688,2024-06-17 15:43:36+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:36,1,1,1M,-17.6,52.0
689,2024-06-17 15:43:37+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:37,1,1,1M,-17.6,52.0
690,2024-06-17 15:43:39+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:39,1,1,1M,-17.6,52.0
691,2024-06-17 15:43:40+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:40,1,1,1M,-17.6,52.0
692,2024-06-17 15:43:41+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:41,1,1,1M,-17.6,52.0
693,2024-06-17 15:43:43+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:43,1,1,1M,-17.6,52.0
694,2024-06-17 15:43:44+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:44,1,1,1M,-17.6,52.0
695,2024-06-17 15:43:45+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:45,1,1,1M,-17.6,52.0
696,2024-06-17 15:43:47+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:47,1,1,1M,-17.6,52.0
697,2024-06-17 15:43:48+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:48,1,1,1M,-17.6,52.0
698,2024-06-17 15:43:49+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:49,1,1,1M,-17.6,52.0
699,2024-06-17 15:43:51+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:51,1,1,1M,-17.6,52.0
700,2024-06-17 15:43:52+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:52,1,1,1M,-17.6,52.0
701,2024-06-17 15:43:53+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:53,1,1,1M,-17.6,52.0
702,2024-06-17 15:43:54+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:54,1,1,1M,-17.6,52.0
703,2024-06-17 15:43:56+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:56,1,1,1M,-17.6,52.0
704,2024-06-17 15:43:57+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:57,1,1,1M,-17.6,52.0
705,2024-06-17 15:43:58+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:43:58,1,1,1M,-17.6,52.0
706,2024-06-17 15:44:00+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:00,1,1,1M,-17.6,52.0
707,2024-06-17 15:44:01+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:01,1,1,1M,-17.6,52.0
708,2024-06-17 15:44:03+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:03,1,1,1M,-17.6,52.0
709,2024-06-17 15:44:04+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:04,1,1,1M,-17.6,52.0
710,2024-06-17 15:44:05+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:05,1,1,1M,-17.6,52.0
711,2024-06-17 15:44:07+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:07,1,1,1M,-17.6,52.0
712,2024-06-17 15:44:08+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:08,1,1,1M,-17.6,52.0
713,2024-06-17 15:44:09+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:09,1,1,1M,-17.6,52.0
714,2024-06-17 15:44:11+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:11,1,1,1M,-17.6,52.0
715,2024-06-17 15:44:12+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:12,1,1,1M,-17.6,52.0
716,2024-06-17 15:44:14+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:14,1,1,1M,-17.4,52.0
717,2024-06-17 15:44:15+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:15,1,1,1M,-17.4,52.0
718,2024-06-17 15:44:16+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:16,1,1,1M,-17.4,52.0
719,2024-06-17 15:44:17+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:17,1,1,1M,-17.4,52.0
720,2024-06-17 15:44:19+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:19,1,1,1M,-17.4,52.0
721,2024-06-17 15:44:20+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:20,1,1,1M,-17.4,52.0
722,2024-06-17 15:44:22+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:22,1,1,1M,-17.4,52.0
723,2024-06-17 15:44:23+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:23,1,1,1M,-17.4,52.0
724,2024-06-17 15:44:24+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:24,1,1,1M,-17.4,52.0
725,2024-06-17 15:44:26+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:26,1,1,1M,-17.4,52.0
726,2024-06-17 15:44:27+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:27,1,1,1M,-17.4,52.0
727,2024-06-17 15:44:29+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:29,1,1,1M,-17.4,52.0
728,2024-06-17 15:44:30+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:30,1,1,1M,-17.4,52.0
729,2024-06-17 15:44:31+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:31,1,1,1M,-17.4,52.0
730,2024-06-17 15:44:33+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:33,1,1,1M,-17.4,52.0
731,2024-06-17 15:44:34+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:34,1,1,1M,-17.4,52.0
732,2024-06-17 15:44:35+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:35,1,1,1M,-17.4,52.0
733,2024-06-17 15:44:37+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:37,1,1,1M,-17.4,52.0
734,2024-06-17 15:44:38+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:38,1,1,1M,-17.4,52.0
735,2024-06-17 15:44:39+00:00,None,None,None,None,None,None,52,52,0,0,2024-06-17 15:44:39,1,1,1M,-17.4,52.0
