,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,time_latency
37334,10000000.0,8.54,1.72125,0.17,24.5,1.023,1,100.0,0.0,1.0,34373.0,1.0,34485.0,313.5
37337,10000000.0,8.89,1.4525000000000001,0.1149,24.5,1.0710000000000002,1,100.0,0.0,2.0,34339.0,2.0,34450.0,355.5
37341,10000000.0,8.513333333333334,1.9406666666666668,0.16,24.5,1.0133333333333334,1,100.0,0.0,2.0,34339.0,2.0,34446.0,392.0
37349,10000000.0,8.414285714285715,1.851142857142857,0.16142857142857145,22.06,1.0105714285714285,1,100.0,0.0,2.0,34374.0,2.0,34485.0,365.25
37361,10000000.0,8.48,1.5889090909090908,0.1579090909090909,24.514545454545456,1.0149090909090908,1,100.0,0.0,1.0,34373.0,1.0,34485.0,411.2
37370,10000000.0,8.41375,1.63775,0.151125,27.460000000000004,1.0058749999999999,1,100.0,0.0,2.0,34409.0,2.0,34520.0,405.2857142857143
37373,10000000.0,8.395,1.774,0.16999999999999998,24.72,1.0,1,100.0,0.0,2.0,34338.0,2.0,34446.0,317.0
37381,10000000.0,8.412857142857142,1.6818571428571427,0.15485714285714286,24.72,1.010142857142857,1,100.0,0.0,1.0,34385.0,1.0,34485.0,372.25
37385,10000000.0,8.306666666666667,1.4080000000000001,0.15666666666666668,24.72,0.9993333333333334,1,100.0,0.0,2.0,34125.0,2.0,34242.0,330.0
37397,10000000.0,8.409090909090908,1.9529999999999996,0.15909090909090906,29.079999999999988,1.0109090909090908,1,100.0,0.0,0.0,34371.0,0.0,34485.0,420.0
37401,10000000.0,8.540000000000001,1.4406666666666668,0.1466666666666667,29.08,1.0246666666666668,1,100.0,0.0,2.0,34268.0,2.0,34376.0,368.0
37405,10000000.0,8.41,1.373,0.16,27.149999999999995,1.0113333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,399.0
37409,10000000.0,8.436666666666667,1.4316666666666666,0.16,27.149999999999995,1.0146666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,355.3333333333333
37413,10000000.0,8.433333333333332,1.6123333333333332,0.15666666666666665,27.149999999999995,1.0116666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,427.5
37417,10000000.0,8.506666666666666,1.5986666666666665,0.16,24.78333333333333,1.0223333333333333,1,100.0,0.0,2.0,34031.0,2.0,34138.0,374.0
37421,10000000.0,8.576666666666666,1.6963333333333332,0.1466666666666667,20.05,1.0233333333333334,1,100.0,0.0,2.0,34930.0,2.0,35036.0,405.0
37425,10000000.0,8.42,1.7323333333333333,0.16,20.05,1.0146666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,355.5
37429,10000000.0,8.709999999999999,1.5313333333333334,0.15233333333333335,20.05,1.047,1,100.0,0.0,2.0,34338.0,2.0,34450.0,396.5
37433,10000000.0,8.403333333333334,1.4313333333333336,0.13533333333333333,25.223333333333333,1.0103333333333333,1,100.0,0.0,2.0,34339.0,2.0,34446.0,374.3333333333333
37437,10000000.0,8.646666666666667,1.7439999999999998,0.18333333333333335,27.81,1.0333333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,376.0
37441,10000000.0,8.506666666666666,1.5096666666666667,0.16,27.81,1.0166666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,388.6666666666667
37445,10000000.0,8.496666666666668,2.329,0.18000000000000002,27.81,1.0210000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,370.3333333333333
37449,10000000.0,8.43,1.4886666666666668,0.16,26.87,1.013,1,100.0,0.0,2.0,34268.0,2.0,34376.0,369.0
37457,10000000.0,8.34142857142857,1.796857142857143,0.1642857142857143,26.87,1.0075714285714283,1,100.0,0.0,1.0,34444.0,1.0,34555.0,376.75
37470,10000000.0,8.439166666666669,1.7175,0.16,22.925000000000008,1.0102499999999999,1,100.0,0.0,2.0,34374.0,2.0,34485.0,395.0
37473,10000000.0,7.879999999999999,1.979,0.1325,21.61,0.9505,1,100.0,0.0,2.0,34374.0,2.0,34485.0,381.0
37478,10000000.0,8.405000000000001,1.6532499999999999,0.14300000000000002,23.270000000000003,1.008,1,100.0,0.0,2.0,34280.0,2.0,34381.0,369.5
37481,10000000.0,8.57,1.3955,0.14,24.93,1.032,1,100.0,0.0,2.0,34327.0,2.0,34446.0,341.0
37485,10000000.0,8.403333333333334,1.9873333333333332,0.11733333333333333,24.929999999999996,1.0113333333333332,1,100.0,0.0,2.0,34445.0,2.0,34554.0,391.6666666666667
37490,10000000.0,8.3275,1.6755,0.1675,24.93,1.0105,1,100.0,0.0,2.0,34385.0,2.0,34485.0,368.6666666666667
37494,10000000.0,8.503333333333332,2.046,0.16666666666666666,25.58,1.0213333333333334,1,100.0,0.0,2.0,34339.0,2.0,34450.0,411.0
37497,10000000.0,8.16,3.5010000000000003,0.14,25.58,0.9810000000000001,1,100.0,0.0,2.0,34303.0,2.0,34411.0,364.5
37501,10000000.0,8.713333333333333,2.359666666666667,0.13333333333333333,25.58,1.0563333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,327.0
37505,10000000.0,8.520000000000001,2.0293333333333337,0.08766666666666667,25.58,1.0223333333333333,1,100.0,0.0,2.0,34398.0,2.0,34520.0,309.6666666666667
37510,10000000.0,8.482500000000002,1.73425,0.1575,23.6,1.022,1,100.0,0.0,2.0,34385.0,2.0,34485.0,285.3333333333333
37518,10000000.0,8.43142857142857,1.8118571428571428,0.16142857142857145,23.599999999999998,1.0185714285714285,1,100.0,0.0,2.0,34374.0,2.0,34485.0,378.8
37521,10000000.0,8.61,1.876,0.175,23.6,1.025,1,100.0,0.0,2.0,34338.0,2.0,34450.0,417.0
37530,10000000.0,8.036249999999999,2.528375,0.15625,28.81,0.9681249999999999,1,100.0,0.0,2.0,34303.0,2.0,34411.0,430.42857142857144
37534,10000000.0,9.19,1.6706666666666667,0.043333333333333335,28.81,1.1016666666666666,1,100.0,0.0,2.0,34315.0,2.0,34416.0,232.0
37545,10000000.0,8.434000000000001,2.6912,0.15776,23.833000000000002,1.0131999999999999,1,100.0,0.0,2.0,34374.0,2.0,34480.0,371.14285714285717
37549,10000000.0,8.65,2.151666666666667,0.16766666666666666,23.28,1.03,1,100.0,0.0,2.0,34303.0,2.0,34416.0,334.0
37554,10000000.0,7.8149999999999995,2.0067500000000003,0.21000000000000002,20.932499999999997,0.94825,1,100.0,0.0,2.0,34445.0,2.0,34555.0,377.3333333333333
37562,10000000.0,8.368571428571428,2.7035714285714287,0.129,20.150000000000002,1.0094285714285713,1,100.0,0.0,1.0,34408.0,1.0,34515.0,385.6666666666667
37565,10000000.0,8.765,1.459,0.155,20.15,1.05,1,100.0,0.0,2.0,34374.0,2.0,34485.0,393.0
37578,10000000.0,8.378333333333332,2.4332499999999997,0.1538333333333333,24.16,1.0131666666666665,1,100.0,0.0,1.0,34373.0,1.0,34481.0,378.5
37582,10000000.0,8.743333333333332,1.3946666666666667,0.161,24.073333333333334,1.0526666666666666,1,100.0,0.0,2.0,34339.0,2.0,34450.0,276.0
37585,10000000.0,8.33,2.433,0.15,23.9,1.0030000000000001,1,100.0,0.0,2.0,34410.0,2.0,34520.0,434.5
37589,10000000.0,8.469999999999999,2.1746666666666665,0.12833333333333333,23.899999999999995,1.017,1,100.0,0.0,2.0,34374.0,2.0,34485.0,385.0
37593,10000000.0,8.143333333333333,2.9899999999999998,0.137,23.899999999999995,0.9856666666666666,1,100.0,0.0,2.0,34161.0,2.0,34272.0,435.5
37602,10000000.0,8.389999999999999,3.012375,0.1505,25.475,1.0126249999999999,1,100.0,0.0,1.0,34822.0,1.0,34937.0,342.8
37609,10000000.0,8.495,2.0820000000000003,0.15,26.0,1.0193333333333334,1,100.0,0.0,2.0,34338.0,2.0,34446.0,376.8
37614,10000000.0,8.3875,1.5875,0.16749999999999998,31.3775,1.0125000000000002,1,100.0,0.0,1.0,34420.0,1.0,34520.0,391.5
37618,10000000.0,8.276666666666669,1.6776666666666669,0.09999999999999999,33.17,1.0016666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,387.5
37626,10000000.0,8.39,1.6272857142857142,0.16714285714285718,33.17000000000001,1.017,1,100.0,0.0,2.0,34339.0,2.0,34446.0,396.3333333333333
37634,10000000.0,8.401428571428571,1.8438571428571429,0.16,20.150000000000002,1.009857142857143,1,100.0,0.0,2.0,34374.0,2.0,34485.0,390.8333333333333
37637,10000000.0,8.41,2.1845,0.185,20.15,1.0150000000000001,1,100.0,0.0,2.0,34410.0,2.0,34520.0,403.5
37641,10000000.0,8.139999999999999,3.099,0.15333333333333332,20.15,0.9899999999999999,1,100.0,0.0,2.0,34172.0,2.0,34272.0,343.0
37645,10000000.0,8.426666666666668,1.7936666666666667,0.16333333333333333,25.09,1.0103333333333333,1,100.0,0.0,3.0,34576.0,3.0,34693.0,394.0
37657,10000000.0,8.43909090909091,1.6480909090909088,0.14963636363636362,24.829090909090908,1.0135454545454545,1,100.0,0.0,1.0,34302.0,1.0,34411.0,359.42857142857144
37669,10000000.0,8.414545454545454,1.6017272727272727,0.15636363636363637,22.22,1.014,1,100.0,0.0,2.0,34374.0,2.0,34485.0,369.875
37674,10000000.0,8.51,1.671,0.16749999999999998,25.8275,1.02,1,100.0,0.0,2.0,34267.0,2.0,34376.0,407.0
37677,10000000.0,8.42,1.484,0.14,27.03,1.005,1,100.0,0.0,2.0,34374.0,2.0,34485.0,397.0
37681,10000000.0,8.513333333333334,1.5343333333333333,0.16,27.03,1.0216666666666665,1,100.0,0.0,2.0,34374.0,2.0,34485.0,369.5
37685,10000000.0,8.403333333333334,1.3366666666666667,0.16266666666666668,27.03,1.01,1,100.0,0.0,2.0,34386.0,2.0,34485.0,388.0
37693,10000000.0,8.547142857142857,1.906285714285714,0.1685714285714286,23.229999999999997,1.029142857142857,1,100.0,0.0,0.0,34419.0,0.0,34520.0,371.25
37697,10000000.0,8.4,2.0316666666666667,0.16,23.23,1.018,1,100.0,0.0,2.0,34374.0,2.0,34485.0,393.0
37701,10000000.0,8.406666666666666,1.7156666666666667,0.16333333333333333,23.23,1.0136666666666665,1,100.0,0.0,1.0,34373.0,1.0,34485.0,388.0
37713,10000000.0,8.42,1.621181818181818,0.14845454545454542,24.199999999999992,1.010272727272727,1,100.0,0.0,2.0,34374.0,2.0,34485.0,374.14285714285717
37717,10000000.0,8.473333333333333,1.9626666666666666,0.16666666666666666,24.246666666666666,1.01,1,100.0,0.0,2.0,34386.0,2.0,34485.0,350.0
37721,10000000.0,8.483333333333333,1.6829999999999998,0.16,24.34,1.0133333333333334,1,100.0,0.0,2.0,34327.0,2.0,34446.0,427.3333333333333
37733,10000000.0,8.44090909090909,1.955727272727273,0.16181818181818183,23.91090909090909,1.0174545454545454,1,100.0,0.0,2.0,34374.0,2.0,34485.0,377.5
37738,10000000.0,8.42,1.8085,0.185,21.98,1.0150000000000001,1,100.0,0.0,2.0,34339.0,2.0,34446.0,405.5
37749,10000000.0,8.314,2.1155,0.16040000000000001,22.351999999999997,1.0025,1,100.0,0.0,2.0,34374.0,2.0,34485.0,370.0
37762,10000000.0,8.413333333333334,1.8884999999999998,0.14575000000000002,23.5,1.0119999999999998,1,100.0,0.0,2.0,34765.0,2.0,34867.0,398.5
37766,10000000.0,8.276666666666666,2.1166666666666667,0.11366666666666665,26.58,0.9976666666666668,1,100.0,0.0,1.0,33959.0,1.0,34068.0,459.0
37773,10000000.0,8.45,2.0256666666666665,0.16016666666666668,26.579999999999995,1.0196666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,416.2
37778,10000000.0,8.475,1.7675,0.131,25.79,1.01425,1,100.0,0.0,2.0,34243.0,2.0,34346.0,399.0
37785,10000000.0,8.423333333333332,2.3501666666666665,0.14250000000000002,25.0,1.0155,1,100.0,0.0,2.0,34338.0,2.0,34446.0,432.3333333333333
37789,10000000.0,8.44,1.7283333333333335,0.14666666666666667,25.0,1.0216666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,399.0
37794,10000000.0,8.355,2.0475000000000003,0.09775,23.462500000000002,1.00625,1,100.0,0.0,2.0,34351.0,2.0,34450.0,347.5
37797,10000000.0,8.495000000000001,1.8445,0.155,22.95,1.0265,1,100.0,0.0,2.0,34374.0,2.0,34485.0,433.0
37801,10000000.0,8.396666666666667,1.9969999999999999,0.17666666666666667,22.95,1.016,1,100.0,0.0,2.0,34303.0,2.0,34411.0,345.0
37806,10000000.0,8.42,1.515,0.15275,22.95,1.014,1,100.0,0.0,2.0,34338.0,2.0,34450.0,377.0
37809,10000000.0,8.41,3.134,0.195,20.67,1.0110000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,215.0
37814,10000000.0,8.375,2.0065,0.14500000000000002,20.67,1.015,1,100.0,0.0,2.0,34374.0,2.0,34485.0,424.0
37818,10000000.0,8.36,1.8543333333333332,0.16,20.67,1.004,1,100.0,0.0,0.0,34337.0,0.0,34446.0,401.0
37821,10000000.0,8.55,2.1995,0.15000000000000002,20.67,1.03,1,100.0,0.0,3.0,34303.0,3.0,34416.0,402.0
37829,10000000.0,8.324285714285713,2.0794285714285716,0.15685714285714286,26.150000000000002,1.006142857142857,1,100.0,0.0,1.0,33675.0,1.0,33791.0,355.6
37838,10000000.0,8.364999999999998,1.7813750000000002,0.1473875,26.305000000000003,1.0125,1,100.0,0.0,2.0,34374.0,2.0,34485.0,410.0
37841,10000000.0,8.475,1.6059999999999999,0.0955,26.77,1.0205,1,100.0,0.0,2.0,34374.0,2.0,34485.0,405.0
37845,10000000.0,8.450000000000001,1.976,0.15,26.77,1.024,1,100.0,0.0,2.0,34374.0,2.0,34485.0,409.0
37849,10000000.0,8.46,1.4293333333333331,0.15,26.77,1.0170000000000001,1,100.0,0.0,2.0,34339.0,2.0,34446.0,338.6666666666667
37853,10000000.0,8.43,2.9926666666666666,0.18999999999999997,23.936666666666667,1.0216666666666665,1,100.0,0.0,3.0,34339.0,3.0,34450.0,341.0
37858,10000000.0,300.41749999999996,8.99525,0.28500000000000003,22.52,0.6299999999999999,1,100.0,0.0,2.0,32374.0,2.0,32476.0,200.0
37861,10000000.0,9.71,1.9274999999999998,0.0,22.52,1.155,1,100.0,0.0,2.0,29546.0,2.0,29643.0,132.5
37865,10000000.0,8.336666666666666,1.7140000000000002,0.08333333333333333,22.52,1.0103333333333333,1,100.0,0.0,0.0,34337.0,0.0,34446.0,287.0
37870,10000000.0,8.2725,2.53075,0.16749999999999998,25.33,1.003,1,100.0,0.0,2.0,34209.0,2.0,34311.0,236.0
37873,10000000.0,8.155000000000001,1.781,0.1,25.33,0.9815,1,100.0,0.0,2.0,34445.0,2.0,34555.0,328.0
37878,10000000.0,8.2425,3.16425,0.16449999999999998,25.33,1.0,1,100.0,0.0,2.0,34339.0,2.0,34450.0,383.0
37882,10000000.0,8.5,1.4683333333333335,0.18333333333333335,23.62,1.0293333333333334,1,100.0,0.0,2.0,34267.0,2.0,34411.0,406.5
37886,10000000.0,8.33,1.8823333333333334,0.15666666666666668,20.2,1.0093333333333332,1,100.0,0.0,2.0,34303.0,2.0,34416.0,422.3333333333333
37889,10000000.0,8.405000000000001,1.4020000000000001,0.16849999999999998,20.2,1.012,1,100.0,0.0,2.0,34445.0,2.0,34554.0,380.0
37893,10000000.0,8.16,1.8820000000000003,0.16,20.2,0.9883333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,365.6666666666667
37898,10000000.0,8.405000000000001,1.54925,0.18475,23.259999999999998,1.0145,1,100.0,0.0,2.0,34303.0,2.0,34411.0,343.75
37909,10000000.0,8.323,2.2133999999999996,0.15599999999999997,26.32,1.0047000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,403.0
37914,10000000.0,8.3875,1.9325,0.1515,23.349999999999998,1.0065,1,100.0,0.0,2.0,34303.0,2.0,34411.0,403.0
37918,10000000.0,8.406666666666666,2.587666666666667,0.16333333333333333,22.36,1.008333333333333,1,100.0,0.0,1.0,34385.0,1.0,34485.0,376.0
37922,10000000.0,8.413333333333334,1.3836666666666666,0.13066666666666668,22.36,1.0033333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,398.0
37929,10000000.0,8.5,1.8536666666666666,0.12966666666666668,21.595,1.0255,1,100.0,0.0,2.0,34326.0,2.0,34431.0,385.6666666666667
37933,10000000.0,8.403333333333334,2.017666666666667,0.137,20.83,1.0090000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,390.5
37937,10000000.0,4.3933333333333335,1.6003333333333332,0.12,20.83,0.5363333333333333,1,100.0,0.0,2.0,11349.0,3.0,11383.0,213.33333333333334
37963,10000000.0,7.016800000000001,1.9207599999999996,0.10800000000000001,25.682399999999998,0.8448000000000002,1,100.0,0.0,2.0,34374.0,2.0,34485.0,247.64615384615385
37983,10000000.0,8.402631578947366,2.1739473684210524,0.15463157894736843,23.863157894736833,1.0112105263157893,1,100.0,0.0,2.0,34315.0,2.0,34416.0,410.4166666666667
37987,10000000.0,9.12,1.218,0.13,23.36,1.0866666666666667,1,100.0,0.0,2.0,34410.0,2.0,34520.0,349.0
37991,10000000.0,8.043333333333335,2.1306666666666665,0.15366666666666665,23.36,0.972,1,100.0,0.0,2.0,34327.0,2.0,34446.0,425.6666666666667
37995,10000000.0,8.646666666666667,3.3346666666666667,0.15666666666666665,23.36,1.039,1,100.0,0.0,2.0,34445.0,2.0,34555.0,444.3333333333333
37999,10000000.0,8.406666666666666,1.8963333333333334,0.13566666666666669,22.45,1.0093333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,393.0
38003,10000000.0,8.39,1.9603333333333335,0.14333333333333334,22.45,1.0066666666666666,1,100.0,0.0,2.0,34351.0,2.0,34450.0,400.3333333333333
38007,10000000.0,8.443333333333333,1.4913333333333334,0.19000000000000003,22.45,1.01,1,100.0,0.0,2.0,34362.0,2.0,34481.0,315.0
38011,10000000.0,8.270000000000001,1.8363333333333332,0.16,22.45,1.0003333333333333,1,100.0,0.0,2.0,34315.0,2.0,34416.0,406.6666666666667
38019,10000000.0,8.384285714285713,2.3214285714285716,0.15,18.650000000000002,1.0137142857142856,1,100.0,0.0,2.0,34445.0,2.0,34554.0,425.8333333333333
38023,10000000.0,8.463333333333333,1.9786666666666666,0.12,18.65,1.018,1,100.0,0.0,2.0,34374.0,2.0,34481.0,378.5
38027,10000000.0,8.013333333333334,2.4243333333333332,0.16333333333333336,19.94333333333333,0.9696666666666666,1,100.0,0.0,2.0,34268.0,2.0,34381.0,464.0
38031,10000000.0,8.41,1.9923333333333335,0.15133333333333335,22.53,1.016333333333333,1,100.0,0.0,2.0,34445.0,2.0,34555.0,463.3333333333333
38035,10000000.0,8.406666666666666,1.6673333333333333,0.1466666666666667,22.53,1.0170000000000001,1,100.0,0.0,2.0,34279.0,2.0,34381.0,345.5
38043,10000000.0,8.331428571428571,1.6809999999999998,0.15614285714285714,23.738571428571426,1.0005714285714284,1,100.0,0.0,2.0,34303.0,2.0,34416.0,378.25
38047,10000000.0,8.376666666666667,2.0273333333333334,0.16333333333333333,26.76,1.0086666666666666,1,100.0,0.0,2.0,34280.0,2.0,34381.0,383.0
38051,10000000.0,8.463333333333333,1.6623333333333334,0.12366666666666666,26.76,1.01,1,100.0,0.0,2.0,34481.0,2.0,34589.0,373.6666666666667
38055,10000000.0,8.519999999999998,2.032,0.15333333333333335,26.76,1.0306666666666666,1,100.0,0.0,2.0,34338.0,2.0,34446.0,370.0
38059,10000000.0,8.416666666666666,2.119,0.16766666666666666,25.55,1.0206666666666666,1,100.0,0.0,2.0,34339.0,2.0,34450.0,490.0
38063,10000000.0,8.36,2.0743333333333336,0.16566666666666668,25.55,1.0023333333333333,1,100.0,0.0,2.0,34410.0,2.0,34520.0,378.0
38067,10000000.0,8.35,2.6666666666666665,0.16,25.55,1.0023333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,414.6666666666667
38071,10000000.0,8.303333333333333,2.117,0.15333333333333335,25.55,1.0136666666666667,1,100.0,0.0,1.0,34053.0,1.0,34168.0,469.0
38075,10000000.0,8.563333333333333,2.0553333333333335,0.16333333333333333,24.17,1.0273333333333332,1,100.0,0.0,3.0,34623.0,3.0,34728.0,401.3333333333333
38079,10000000.0,8.336666666666666,2.2213333333333334,0.155,24.17,1.0116666666666665,1,100.0,0.0,2.0,34339.0,2.0,34450.0,395.6666666666667
38083,10000000.0,8.443333333333333,1.7163333333333333,0.14833333333333334,24.17,1.0116666666666665,1,100.0,0.0,2.0,34410.0,2.0,34520.0,353.3333333333333
38087,10000000.0,8.373333333333333,1.5086666666666666,0.1466666666666667,25.343333333333334,1.0159999999999998,1,100.0,0.0,0.0,34065.0,0.0,34168.0,379.0
38091,10000000.0,8.54,1.7106666666666666,0.18000000000000002,27.69,1.0236666666666665,1,100.0,0.0,2.0,34611.0,2.0,34728.0,361.3333333333333
38107,10000000.0,8.421818181818182,1.9264545454545456,0.16299999999999998,22.37181818181818,1.011,1,100.0,0.0,2.0,34338.0,2.0,34450.0,395.77777777777777
38115,10000000.0,8.402857142857142,1.8217142857142858,0.15414285714285716,17.94,1.0104285714285715,1,100.0,0.0,1.0,34373.0,1.0,34485.0,372.6
38119,10000000.0,8.653333333333334,1.599,0.17,24.53,1.046,1,100.0,0.0,2.0,34232.0,2.0,34342.0,381.0
38123,10000000.0,8.406666666666666,1.7936666666666667,0.16333333333333333,24.53,1.0136666666666665,1,100.0,0.0,2.0,34374.0,2.0,34485.0,403.3333333333333
38127,10000000.0,8.426666666666668,1.593,0.1566666666666667,24.53,1.0213333333333334,1,100.0,0.0,2.0,34339.0,2.0,34450.0,395.6666666666667
38131,10000000.0,8.516666666666667,1.9803333333333333,0.15433333333333332,24.53,1.0213333333333334,1,100.0,0.0,2.0,34410.0,2.0,34520.0,342.3333333333333
38135,10000000.0,8.416666666666666,1.702,0.18666666666666668,20.93,1.0033333333333332,1,100.0,0.0,2.0,34338.0,2.0,34446.0,367.5
38139,10000000.0,8.363333333333332,1.998,0.16,20.93,1.0036666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,385.0
38143,10000000.0,8.543333333333335,1.6139999999999999,0.16,20.93,1.024,1,100.0,0.0,1.0,34385.0,1.0,34485.0,388.0
38147,10000000.0,8.353333333333333,1.8686666666666667,0.166,21.98,1.0103333333333333,1,100.0,0.0,2.0,34339.0,2.0,34450.0,386.6666666666667
38155,10000000.0,8.417142857142858,1.4622857142857144,0.15714285714285717,24.080000000000002,1.0064285714285715,1,100.0,0.0,2.0,34374.0,2.0,34485.0,355.1666666666667
38159,10000000.0,8.456666666666667,1.4786666666666666,0.14,24.08,1.016,1,100.0,0.0,2.0,34374.0,2.0,34485.0,317.0
38163,10000000.0,8.420000000000002,1.5096666666666667,0.16,22.246666666666666,1.0123333333333333,1,100.0,0.0,2.0,34338.0,2.0,34450.0,391.5
38167,10000000.0,8.406666666666666,2.6910000000000003,0.14400000000000002,21.33,1.0186666666666666,1,100.0,0.0,2.0,34338.0,2.0,34446.0,336.0
38171,10000000.0,8.373333333333333,1.7583333333333335,0.16,21.33,1.015,1,100.0,0.0,1.0,34373.0,1.0,34485.0,388.0
38175,10000000.0,8.406666666666666,1.4906666666666666,0.15666666666666665,21.33,1.0113333333333332,1,100.0,0.0,2.0,34385.0,2.0,34485.0,397.0
38187,10000000.0,8.383636363636363,1.7775454545454543,0.15372727272727274,23.599999999999998,1.0063636363636361,1,100.0,0.0,2.0,34374.0,2.0,34485.0,376.375
38191,10000000.0,8.586666666666666,1.899,0.16,23.600000000000005,1.0336666666666667,1,100.0,0.0,2.0,34303.0,2.0,34416.0,393.6666666666667
38203,10000000.0,8.410909090909092,1.5904545454545451,0.15727272727272726,25.86000000000001,1.0139999999999998,1,100.0,0.0,1.0,34373.0,1.0,34485.0,375.0
38207,10000000.0,8.386666666666665,2.167666666666667,0.14,23.099999999999998,1.0166666666666668,1,100.0,0.0,2.0,34351.0,2.0,34450.0,364.6666666666667
38211,10000000.0,8.416666666666666,1.5753333333333333,0.15466666666666667,17.58,1.0146666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,393.0
38215,10000000.0,8.403333333333332,1.3126666666666666,0.16,17.58,1.0186666666666666,1,100.0,0.0,2.0,34339.0,2.0,34446.0,373.3333333333333
38219,10000000.0,8.476666666666667,1.63,0.19666666666666668,17.58,1.01,1,100.0,0.0,2.0,34469.0,2.0,34589.0,355.0
38227,10000000.0,8.4,1.6138571428571429,0.16,22.58571428571429,1.0037142857142858,1,100.0,0.0,2.0,34374.0,2.0,34485.0,383.25
38231,10000000.0,8.406666666666666,1.6873333333333334,0.15666666666666665,23.42,1.0173333333333334,1,100.0,0.0,2.0,34339.0,2.0,34446.0,391.6666666666667
38235,10000000.0,8.42,1.5919999999999999,0.17,23.42,1.0066666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,403.0
38239,10000000.0,8.333333333333332,1.6996666666666667,0.16333333333333333,21.17,1.01,1,100.0,0.0,2.0,34268.0,2.0,34381.0,391.0
38247,10000000.0,8.42,1.8347142857142855,0.15685714285714283,21.169999999999998,1.0042857142857142,1,100.0,0.0,2.0,34303.0,2.0,34411.0,385.0
38251,10000000.0,8.466666666666667,2.228666666666667,0.17,21.17,1.0170000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,389.5
38255,10000000.0,8.476666666666668,1.7140000000000002,0.16866666666666666,26.58,1.0173333333333334,1,100.0,0.0,2.0,34385.0,2.0,34485.0,448.0
38259,10000000.0,8.393333333333333,2.567,0.15666666666666665,26.58,1.0153333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,374.0
38263,10000000.0,8.463333333333333,1.9083333333333332,0.15633333333333335,26.58,1.01,1,100.0,0.0,2.0,34327.0,2.0,34446.0,375.3333333333333
38267,10000000.0,8.386666666666667,2.579333333333333,0.139,25.016666666666666,1.0063333333333333,1,100.0,0.0,2.0,34421.0,2.0,34520.0,393.5
38271,10000000.0,8.476666666666667,2.0176666666666665,0.17666666666666667,21.89,1.01,1,100.0,0.0,2.0,34504.0,2.0,34624.0,399.0
38283,10000000.0,8.394545454545453,1.9453636363636364,0.15263636363636363,22.31272727272727,1.011090909090909,1,100.0,0.0,2.0,34351.0,2.0,34450.0,384.0
38287,10000000.0,8.436666666666667,2.153,0.15666666666666665,26.540000000000003,1.0123333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,390.6666666666667
38291,10000000.0,8.406666666666666,1.843333333333333,0.18866666666666668,26.540000000000003,1.0113333333333332,1,100.0,0.0,2.0,34339.0,2.0,34450.0,371.0
38295,10000000.0,8.343333333333334,2.2256666666666667,0.16333333333333333,26.540000000000003,1.01,1,100.0,0.0,2.0,34374.0,2.0,34480.0,422.3333333333333
38299,10000000.0,8.393333333333333,1.7556666666666667,0.15633333333333332,24.513333333333332,1.0113333333333334,1,100.0,0.0,2.0,34303.0,2.0,34416.0,330.3333333333333
38303,10000000.0,8.45,1.409,0.16333333333333333,23.5,1.0166666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,417.5
38307,10000000.0,8.360000000000001,1.8773333333333333,0.16,23.5,1.0046666666666668,1,100.0,0.0,2.0,34339.0,2.0,34450.0,375.6666666666667
38311,10000000.0,8.216666666666667,2.0163333333333333,0.15666666666666665,23.5,0.9876666666666667,1,100.0,0.0,2.0,34326.0,2.0,34446.0,432.5
38319,10000000.0,8.407142857142857,2.2317142857142858,0.14614285714285716,29.37,1.0164285714285712,1,100.0,0.0,2.0,34374.0,2.0,34485.0,361.0
