,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,time_latency
1863,10000000.0,8.41,2.1584285714285714,0.1685714285714286,4.679999828338623,1.0164285714285715,1,100.0,0.0,1.0,34337.0,1.0,34450.0,410.6
1867,10000000.0,8.433333333333332,1.9526666666666668,0.16,4.679999828338623,1.0113333333333332,1,100.0,0.0,2.0,34445.0,2.0,34554.0,400.0
1871,10000000.0,8.373333333333333,1.457,0.16333333333333333,8.480000019073486,1.0136666666666667,1,100.0,0.0,2.0,34338.0,2.0,34450.0,424.0
1879,10000000.0,8.41,1.7894285714285714,0.15057142857142858,10.380000114440918,1.0084285714285712,1,100.0,0.0,1.0,34408.0,1.0,34520.0,380.5
1883,10000000.0,8.413333333333334,1.537,0.16,10.380000114440918,1.0113333333333332,1,100.0,0.0,2.0,34350.0,2.0,34450.0,381.6666666666667
1887,10000000.0,8.386666666666665,1.5683333333333334,0.1486666666666667,0.0,1.01,1,100.0,0.0,2.0,34374.0,2.0,34485.0,406.3333333333333
1891,10000000.0,8.396666666666667,1.4953333333333332,0.18666666666666668,0.0,1.0173333333333334,1,100.0,0.0,2.0,34291.0,2.0,34411.0,465.5
1895,10000000.0,8.366666666666665,1.757,0.17666666666666667,0.0,1.0066666666666666,1,100.0,0.0,2.0,34421.0,2.0,34520.0,408.0
1899,10000000.0,8.4,1.6916666666666667,0.153,0.0,1.0103333333333333,1,100.0,0.0,1.0,34373.0,1.0,34485.0,376.0
1903,10000000.0,8.38,1.734,0.15666666666666665,0.0,1.0073333333333332,1,100.0,0.0,2.0,34339.0,2.0,34450.0,391.6666666666667
1907,10000000.0,8.423333333333334,1.5826666666666667,0.13166666666666665,0.0,1.0066666666666666,1,100.0,0.0,2.0,34374.0,2.0,34480.0,384.0
1911,10000000.0,8.606666666666667,1.6396666666666666,0.153,0.0,1.0233333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,401.5
1915,10000000.0,8.416666666666666,1.6106666666666667,0.15666666666666665,0.0,1.0090000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,402.0
1919,10000000.0,8.4,1.5023333333333333,0.16,0.0,1.0090000000000001,1,100.0,0.0,2.0,34339.0,2.0,34450.0,395.0
1923,10000000.0,8.466666666666667,1.4136666666666666,0.14666666666666667,0.0,1.0203333333333333,1,100.0,0.0,2.0,34338.0,2.0,34446.0,391.6666666666667
1927,10000000.0,8.406666666666666,1.9420000000000002,0.16,0.0,1.01,1,100.0,0.0,2.0,34410.0,2.0,34520.0,369.0
1935,10000000.0,8.404285714285715,1.5734285714285714,0.15657142857142858,4.397142955235073,1.0092857142857141,1,100.0,0.0,2.0,34314.0,2.0,34416.0,404.0
1947,10000000.0,8.418181818181818,1.9730909090909092,0.1478181818181818,5.252727335149592,1.0126363636363638,1,100.0,0.0,0.0,34371.0,0.0,34485.0,338.5
1959,10000000.0,8.398181818181818,1.6090909090909091,0.16181818181818183,5.579999923706055,1.0089090909090908,1,100.0,0.0,0.0,34384.0,0.0,34485.0,405.5
1963,10000000.0,8.416666666666666,2.009,0.12966666666666668,0.0,1.0123333333333333,1,100.0,0.0,1.0,34302.0,1.0,34416.0,389.5
1971,10000000.0,8.404285714285715,1.7495714285714286,0.16,0.0,1.0098571428571428,1,100.0,0.0,2.0,34374.0,2.0,34480.0,380.2
1975,10000000.0,8.396666666666667,1.575,0.14,2.676666577657064,1.0103333333333333,1,100.0,0.0,1.0,34373.0,1.0,34485.0,396.0
1983,10000000.0,8.405714285714286,1.7574285714285713,0.15285714285714286,8.029999732971191,1.0098571428571428,1,100.0,0.0,2.0,34338.0,2.0,34450.0,389.5
1991,10000000.0,8.415714285714285,1.7057142857142857,0.15857142857142859,8.427142688206263,1.006142857142857,1,100.0,0.0,2.0,34374.0,2.0,34485.0,363.5
1999,10000000.0,8.40857142857143,1.729142857142857,0.1542857142857143,9.420000076293945,1.011,1,100.0,0.0,1.0,34349.0,1.0,34450.0,381.75
2007,10000000.0,8.384285714285713,1.612,0.15328571428571428,8.931428500584193,1.002142857142857,1,100.0,0.0,2.0,34385.0,2.0,34485.0,354.6
2015,10000000.0,8.41,1.6848571428571428,0.15714285714285717,8.279999732971191,1.0131428571428571,1,100.0,0.0,2.0,34338.0,2.0,34450.0,385.4
2019,10000000.0,8.533333333333333,1.679,0.16,8.279999732971191,1.0133333333333334,1,100.0,0.0,2.0,34374.0,2.0,34480.0,396.0
2023,10000000.0,8.406666666666666,1.9223333333333332,0.18000000000000002,11.960000038146973,1.0,1,100.0,0.0,1.0,34337.0,1.0,34450.0,412.0
2027,10000000.0,8.416666666666666,2.0843333333333334,0.16333333333333333,11.960000038146973,1.0116666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,418.5
2031,10000000.0,8.406666666666666,1.6043333333333332,0.16,11.960000038146973,1.0113333333333332,1,100.0,0.0,2.0,34350.0,2.0,34450.0,371.0
2039,10000000.0,8.405714285714286,2.1888571428571426,0.15300000000000002,14.809999874659947,1.0168571428571427,1,100.0,0.0,1.0,34349.0,1.0,34450.0,380.6666666666667
2043,10000000.0,8.42,1.418,0.15666666666666665,15.949999809265137,1.0066666666666666,1,100.0,0.0,1.0,34373.0,1.0,34485.0,386.0
2051,10000000.0,8.388571428571428,1.5187142857142857,0.16,12.827142715454102,1.008,1,100.0,0.0,0.0,34371.0,0.0,34481.0,385.5
2055,10000000.0,8.42,1.4873333333333332,0.17666666666666667,5.019999980926514,1.0066666666666666,1,100.0,0.0,2.0,34303.0,2.0,34416.0,378.5
2059,10000000.0,8.403333333333332,2.1083333333333334,0.15333333333333332,5.019999980926514,1.0096666666666667,1,100.0,0.0,2.0,34385.0,2.0,34485.0,378.3333333333333
2063,10000000.0,8.406666666666666,1.7309999999999999,0.16666666666666666,5.019999980926514,1.0113333333333332,1,100.0,0.0,2.0,34339.0,2.0,34450.0,353.3333333333333
2079,10000000.0,8.411333333333333,2.322,0.1673333333333333,4.630000114440918,1.0094,1,100.0,0.0,1.0,34349.0,1.0,34450.0,359.0
2083,10000000.0,8.409999999999998,1.7646666666666666,0.15666666666666665,8.630000114440918,1.0113333333333332,1,100.0,0.0,1.0,34302.0,1.0,34411.0,388.5
2087,10000000.0,8.41,2.204333333333333,0.12633333333333333,8.630000114440918,1.0170000000000001,1,100.0,0.0,2.0,34338.0,2.0,34450.0,430.0
2099,10000000.0,8.405454545454546,1.7032727272727277,0.15818181818181817,4.707272789695046,1.0055454545454545,1,100.0,0.0,2.0,34303.0,2.0,34411.0,369.5
2103,10000000.0,8.413333333333334,1.9563333333333333,0.15333333333333335,0.0,1.0,1,100.0,0.0,2.0,34338.0,2.0,34450.0,392.3333333333333
2107,10000000.0,8.416666666666666,1.7613333333333332,0.16333333333333333,0.0,1.0033333333333332,1,100.0,0.0,2.0,34410.0,2.0,34520.0,375.5
2115,10000000.0,8.407142857142858,1.7369999999999999,0.16,9.797143118722099,1.0135714285714286,1,100.0,0.0,2.0,34326.0,2.0,34446.0,394.25
2119,10000000.0,8.403333333333334,1.8943333333333332,0.145,11.430000305175781,1.0,1,100.0,0.0,1.0,34385.0,1.0,34485.0,385.0
2123,10000000.0,8.69,1.8986666666666665,0.15666666666666665,11.430000305175781,1.0366666666666668,1,100.0,0.0,1.0,34373.0,1.0,34485.0,349.0
2135,10000000.0,8.409090909090908,1.743818181818182,0.15899999999999997,3.549999952316284,1.014909090909091,1,100.0,0.0,0.0,34479.0,0.0,34589.0,367.0
2139,10000000.0,8.456666666666665,1.8483333333333334,0.14,3.549999952316284,1.0156666666666667,1,100.0,0.0,2.0,34338.0,2.0,34450.0,367.5
2143,10000000.0,8.409999999999998,1.6183333333333334,0.17,12.220000267028809,1.0033333333333332,1,100.0,0.0,2.0,34338.0,2.0,34446.0,394.0
2147,10000000.0,8.209999999999999,3.6316666666666664,0.16066666666666665,12.220000267028809,0.9936666666666666,1,100.0,0.0,2.0,34385.0,2.0,34485.0,269.0
2163,10000000.0,8.408666666666667,1.7423333333333333,0.16266666666666665,4.888000106811523,1.0111333333333332,1,100.0,0.0,1.0,34373.0,1.0,34485.0,374.3333333333333
2167,10000000.0,8.41,3.598333333333333,0.15666666666666665,0.0,1.0113333333333332,1,100.0,0.0,1.0,34385.0,1.0,34485.0,368.6666666666667
2171,10000000.0,8.406666666666666,1.6610000000000003,0.155,9.646666844685873,1.0136666666666665,1,100.0,0.0,2.0,34374.0,2.0,34485.0,364.0
2179,10000000.0,8.40857142857143,1.5365714285714287,0.16,14.470000267028809,1.0104285714285715,1,100.0,0.0,2.0,34859.0,2.0,34967.0,380.0
2183,10000000.0,8.406666666666666,1.491666666666667,0.16,14.470000267028809,1.0103333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,398.6666666666667
2187,10000000.0,8.396666666666667,1.8979999999999997,0.16,5.889999866485596,1.0093333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,366.0
2199,10000000.0,8.382727272727273,1.7630909090909093,0.15999999999999998,5.889999866485596,1.0100909090909092,1,100.0,0.0,2.0,34374.0,2.0,34485.0,405.44444444444446
2203,10000000.0,8.433333333333334,1.5523333333333333,0.16,6.110000133514404,1.0066666666666666,1,100.0,0.0,2.0,34386.0,2.0,34485.0,380.0
2207,10000000.0,8.403333333333334,1.6196666666666666,0.15666666666666665,6.110000133514404,1.0103333333333333,1,100.0,0.0,2.0,34326.0,2.0,34446.0,368.3333333333333
2215,10000000.0,8.41,1.8017142857142858,0.1642857142857143,6.02571439743042,1.0138571428571428,1,100.0,0.0,1.0,34408.0,1.0,34520.0,385.6
2223,10000000.0,8.393333333333333,1.774,0.15333333333333332,5.519999980926514,1.0183333333333333,1,100.0,0.0,0.0,34337.0,0.0,34446.0,388.0
2227,10000000.0,8.406666666666666,2.3903333333333334,0.16333333333333333,5.519999980926514,1.0156666666666665,1,100.0,0.0,1.0,34373.0,1.0,34485.0,340.0
2231,10000000.0,8.443333333333333,2.009,0.16333333333333333,13.499999841054281,1.0136666666666667,1,100.0,0.0,0.0,34372.0,0.0,34485.0,359.0
2235,10000000.0,8.173333333333334,2.3663333333333334,0.18333333333333335,17.489999771118164,0.989,1,100.0,0.0,3.0,34351.0,3.0,34450.0,422.3333333333333
2243,10000000.0,8.406666666666666,1.6893333333333331,0.1466666666666667,17.489999771118164,1.01,1,100.0,0.0,0.0,34383.0,0.0,34485.0,361.0
2247,10000000.0,8.383333333333333,1.9256666666666666,0.1566666666666667,7.829999923706055,1.008333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,397.0
2259,10000000.0,8.412857142857142,2.031428571428571,0.14857142857142858,7.829999923706055,1.0107142857142857,1,100.0,0.0,2.0,34374.0,2.0,34485.0,338.3333333333333
2263,10000000.0,8.38,1.8283333333333338,0.16666666666666666,4.050000190734863,1.015,1,100.0,0.0,1.0,34207.0,1.0,34312.0,384.0
2267,10000000.0,8.479999999999999,1.5756666666666668,0.164,4.050000190734863,1.0213333333333334,1,100.0,0.0,2.0,34516.0,2.0,34624.0,321.6666666666667
2275,10000000.0,8.405714285714286,2.0797142857142856,0.15357142857142855,5.1214287621634345,1.0154285714285716,1,100.0,0.0,2.0,34385.0,2.0,34485.0,367.25
2283,10000000.0,8.404285714285715,1.8362857142857147,0.12242857142857143,11.550000190734863,1.012857142857143,1,100.0,0.0,2.0,34374.0,2.0,34485.0,371.0
2287,10000000.0,8.39,1.8769999999999998,0.15333333333333335,11.550000190734863,1.0153333333333332,1,100.0,0.0,2.0,34267.0,2.0,34381.0,379.5
2295,10000000.0,8.388571428571428,2.0627142857142857,0.13785714285714287,10.452857562473842,1.0172857142857143,1,100.0,0.0,2.0,34197.0,2.0,34311.0,359.0
2303,10000000.0,8.155714285714286,2.3721428571428573,0.15642857142857142,10.270000457763672,0.9857142857142857,1,100.0,0.0,2.0,34339.0,2.0,34446.0,380.2
2307,10000000.0,8.223333333333333,1.9083333333333332,0.13433333333333333,9.15999984741211,0.9966666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,413.5
2311,10000000.0,8.373333333333333,1.9173333333333336,0.12866666666666668,9.15999984741211,1.0073333333333334,1,100.0,0.0,2.0,34445.0,2.0,34554.0,357.0
2319,10000000.0,8.367142857142856,1.8395714285714284,0.16428571428571428,9.15999984741211,1.0085714285714287,1,100.0,0.0,1.0,34373.0,1.0,34481.0,377.3333333333333
2323,10000000.0,8.35,1.9786666666666666,0.16,2.7100000381469727,1.0123333333333333,1,100.0,0.0,1.0,34373.0,1.0,34485.0,405.3333333333333
2327,10000000.0,8.396666666666667,1.7473333333333334,0.17,2.7100000381469727,1.017,1,100.0,0.0,2.0,34386.0,2.0,34485.0,432.6666666666667
2335,10000000.0,8.42,1.6971428571428568,0.16142857142857145,2.390000032527106,1.0171428571428571,1,100.0,0.0,1.0,34408.0,1.0,34515.0,401.75
2343,10000000.0,8.374285714285715,1.7765714285714285,0.15571428571428572,0.4699999988079071,1.018857142857143,1,100.0,0.0,2.0,34374.0,2.0,34485.0,376.6666666666667
2347,10000000.0,8.72,1.4556666666666667,0.17333333333333334,0.4699999988079071,1.047,1,100.0,0.0,2.0,34374.0,2.0,34485.0,394.5
2351,10000000.0,8.453333333333333,1.819,0.17666666666666667,2.250000069538752,1.0176666666666667,1,100.0,0.0,2.0,34338.0,2.0,34446.0,405.6666666666667
2355,10000000.0,8.39,1.814,0.14366666666666666,3.140000104904175,1.0153333333333334,1,100.0,0.0,2.0,34339.0,2.0,34450.0,407.6666666666667
2359,10000000.0,8.403333333333334,1.9506666666666665,0.17,3.140000104904175,1.0076666666666665,1,100.0,0.0,2.0,34374.0,2.0,34485.0,364.0
2363,10000000.0,8.299999999999999,2.027333333333333,0.20333333333333337,3.140000104904175,0.995,1,100.0,0.0,2.0,34374.0,2.0,34485.0,368.3333333333333
2367,10000000.0,8.25,2.978666666666667,0.16233333333333333,6.75,0.992,1,100.0,0.0,2.0,34339.0,2.0,34446.0,294.0
2375,10000000.0,8.404285714285717,2.1631428571428573,0.15457142857142855,6.75,1.0144285714285715,1,100.0,0.0,2.0,33995.0,2.0,34103.0,358.3333333333333
2383,10000000.0,8.35,1.5987142857142855,0.16985714285714287,6.4128570556640625,1.0115714285714288,1,100.0,0.0,0.0,34372.0,0.0,34481.0,380.75
2387,10000000.0,8.533333333333333,2.3793333333333333,0.18000000000000002,6.159999847412109,1.0133333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,411.5
2391,10000000.0,8.1,1.2363333333333333,0.15666666666666665,6.159999847412109,0.9816666666666666,1,100.0,0.0,2.0,34137.0,2.0,34242.0,366.6666666666667
2403,10000000.0,8.396363636363635,1.839272727272727,0.16090909090909092,8.606363296508789,1.0126363636363638,1,100.0,0.0,1.0,34314.0,1.0,34416.0,352.1666666666667
2407,10000000.0,8.223333333333333,2.236666666666667,0.15866666666666665,9.149999618530273,0.9953333333333333,1,100.0,0.0,2.0,34445.0,2.0,34555.0,439.6666666666667
2411,10000000.0,8.316666666666668,1.6420000000000001,0.16,7.976666450500488,1.0090000000000001,1,100.0,0.0,2.0,34339.0,2.0,34450.0,389.0
2415,10000000.0,8.41,1.7656666666666665,0.15000000000000002,7.389999866485596,1.0186666666666666,1,100.0,0.0,2.0,34362.0,2.0,34475.0,375.6666666666667
2419,10000000.0,8.193333333333333,2.7786666666666666,0.15333333333333335,7.389999866485596,0.9940000000000001,1,100.0,0.0,2.0,34067.0,2.0,34172.0,347.0
2427,10000000.0,8.327142857142857,1.7052857142857143,0.1642857142857143,5.739999907357352,1.006857142857143,1,100.0,0.0,2.0,34374.0,2.0,34485.0,394.6
2435,10000000.0,8.398571428571428,1.9464285714285714,0.15514285714285717,3.5399999618530273,1.0091428571428571,1,100.0,0.0,1.0,34408.0,1.0,34520.0,396.4
2439,10000000.0,8.51,1.5410000000000001,0.19333333333333336,3.5399999618530273,1.0166666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,391.5
2447,10000000.0,8.415714285714285,1.9332857142857145,0.15742857142857145,9.079999923706055,1.0128571428571427,1,100.0,0.0,0.0,34348.0,0.0,34446.0,336.0
2455,10000000.0,8.397142857142857,1.8317142857142856,0.1685714285714286,9.44285706111363,1.019,1,100.0,0.0,1.0,34385.0,1.0,34485.0,360.0
2463,10000000.0,8.381428571428572,1.6158571428571429,0.15700000000000003,11.619999885559082,1.012,1,100.0,0.0,2.0,34339.0,2.0,34446.0,416.3333333333333
2467,10000000.0,8.403333333333334,3.2550000000000003,0.16333333333333336,11.619999885559082,1.018,1,100.0,0.0,2.0,34303.0,2.0,34416.0,414.0
2471,10000000.0,8.4,2.058666666666667,0.15333333333333335,9.039999961853027,1.01,1,100.0,0.0,2.0,34445.0,2.0,34554.0,387.0
2475,10000000.0,8.106666666666667,2.017333333333333,0.15666666666666665,7.75,0.9816666666666668,1,100.0,0.0,2.0,34209.0,2.0,34311.0,399.0
2479,10000000.0,8.49,2.114,0.15666666666666665,7.75,1.0193333333333334,1,100.0,0.0,1.0,34432.0,1.0,34550.0,397.3333333333333
2491,10000000.0,8.354545454545455,1.731909090909091,0.16389090909090906,10.970000267028809,1.0026363636363635,1,100.0,0.0,2.0,34303.0,2.0,34416.0,360.6
2495,10000000.0,8.41,1.719,0.15333333333333335,12.8100004196167,1.0093333333333332,1,100.0,0.0,0.0,34372.0,0.0,34481.0,375.0
2499,10000000.0,8.406666666666666,2.0273333333333334,0.17,12.8100004196167,1.0156666666666665,1,100.0,0.0,2.0,34374.0,2.0,34485.0,365.0
2503,10000000.0,8.403333333333334,2.265,0.15333333333333335,4.550000190734863,1.0066666666666666,1,100.0,0.0,2.0,34267.0,2.0,34381.0,397.0
2508,10000000.0,0.95,1.308,0.025,4.550000190734863,0.116,1,100.0,0.0,2.0,34422.0,2.0,34520.0,170.625
2513,10000000.0,0.0,1.308,0.0,4.550000190734863,0.0,1,100.0,0.0,4.0,5127.0,4.0,5143.0,236.25
2519,10000000.0,0.0,1.308,0.0,2.940000057220459,0.0,1,100.0,0.0,3.0,3.0,3.0,3.0,261.8
2525,10000000.0,0.0,1.308,0.0,2.940000057220459,0.0,1,100.0,0.0,4.0,4.0,4.0,4.0,155.85
2543,10000000.0,6.208823529411766,1.5948823529411762,0.03992941176470588,5.468235407436595,0.7436470588235294,1,100.0,0.0,2.0,34351.0,2.0,34450.0,273.3384615384615
2551,10000000.0,8.404285714285715,1.9042857142857141,0.15100000000000002,5.3742858341762,1.0117142857142858,1,100.0,0.0,0.0,34349.0,0.0,34450.0,382.0
2555,10000000.0,8.47,1.7533333333333332,0.16666666666666666,8.819999694824219,1.0250000000000001,1,100.0,0.0,3.0,34374.0,3.0,34485.0,404.0
2560,10000000.0,7.93,1.894,0.14750000000000002,8.819999694824219,0.9587500000000001,1,100.0,0.0,0.0,34337.0,0.0,34450.0,381.0
2563,10000000.0,7.765000000000001,2.5405,0.1215,8.819999694824219,0.9490000000000001,1,100.0,0.0,2.0,34374.0,2.0,34480.0,423.0
2567,10000000.0,8.363333333333332,1.82,0.15633333333333332,5.586666584014893,1.004,1,100.0,0.0,1.0,34302.0,1.0,34416.0,419.5
2575,10000000.0,8.437142857142856,2.678,0.15971428571428573,3.9700000286102295,1.0127142857142857,1,100.0,0.0,2.0,34385.0,2.0,34485.0,390.8333333333333
2579,10000000.0,8.686666666666667,2.1846666666666668,0.15,3.9700000286102295,1.0413333333333334,1,100.0,0.0,2.0,34362.0,2.0,34481.0,323.5
2587,10000000.0,8.36857142857143,2.4908571428571427,0.1557142857142857,11.279999732971191,1.0092857142857143,1,100.0,0.0,2.0,34480.0,2.0,34589.0,379.6666666666667
2591,10000000.0,8.213333333333333,1.7996666666666663,0.19999999999999998,11.279999732971191,0.9943333333333334,1,100.0,0.0,2.0,34375.0,2.0,34485.0,430.3333333333333
2595,10000000.0,8.28,1.6913333333333334,0.15666666666666668,11.279999732971191,1.0036666666666667,1,100.0,0.0,2.0,34338.0,2.0,34446.0,410.6666666666667
2599,10000000.0,8.443333333333333,1.651,0.16666666666666666,0.0,1.0146666666666668,1,100.0,0.0,2.0,34374.0,2.0,34485.0,391.5
2607,10000000.0,8.412857142857144,1.6278571428571431,0.15285714285714286,0.0,1.009,1,100.0,0.0,1.0,34314.0,1.0,34416.0,346.75
2611,10000000.0,8.563333333333333,1.7220000000000002,0.15433333333333335,0.6833333174387614,1.029,1,100.0,0.0,2.0,34327.0,2.0,34446.0,424.6666666666667
2615,10000000.0,8.633333333333333,2.7989999999999995,0.15666666666666665,2.049999952316284,1.0356666666666665,1,100.0,0.0,2.0,34386.0,2.0,34485.0,373.3333333333333
2619,10000000.0,8.573333333333332,1.6016666666666666,0.15333333333333332,2.049999952316284,1.0313333333333334,1,100.0,0.0,2.0,34410.0,2.0,34520.0,361.0
2623,10000000.0,8.416666666666666,2.0716666666666668,0.18000000000000002,2.049999952316284,1.018,1,100.0,0.0,1.0,34337.0,1.0,34450.0,388.0
2627,10000000.0,8.476666666666667,2.4456666666666664,0.14833333333333334,6.190000136693318,1.0170000000000001,1,100.0,0.0,2.0,34339.0,2.0,34446.0,400.0
2631,10000000.0,8.263333333333334,1.8370000000000004,0.14,8.260000228881836,1.0,1,100.0,0.0,2.0,34374.0,2.0,34485.0,356.3333333333333
2635,10000000.0,8.056666666666667,3.5303333333333335,0.18666666666666665,8.260000228881836,0.9836666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,404.6666666666667
2644,10000000.0,8.286249999999999,1.8604999999999998,0.155125,5.465000152587891,1.002,1,100.0,0.0,2.0,34374.0,2.0,34481.0,413.0
2651,10000000.0,8.471666666666666,2.197166666666667,0.14683333333333334,2.6700000762939453,1.018,1,100.0,0.0,0.0,34384.0,0.0,34485.0,351.3333333333333
2655,10000000.0,8.413333333333334,2.1206666666666663,0.15000000000000002,2.6700000762939453,1.018,1,100.0,0.0,2.0,34232.0,2.0,34346.0,396.0
2660,10000000.0,7.905,2.07425,0.14925,0.0,0.953,1,100.0,0.0,2.0,34433.0,2.0,34550.0,400.25
2663,10000000.0,8.11,1.705,0.112,0.0,0.99,1,100.0,0.0,2.0,34386.0,2.0,34485.0,424.5
