,_time,DRB.AirIfDelayUl,DRB.PacketSuccessRateUlgNBUu,DRB.RlcDelayUl,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,collectStartTime,test_number,bandwidth_required,noise_amplitude,prb
42340,2024-07-07 13:21:29+00:00,30.0,100,3564.0,0,0,1243,0,1248,51,35,1,32,2024-07-07 13:21:29,52,1M,-26.9,52.0
42341,2024-07-07 13:21:31+00:00,30.0,100,3017.0,0,0,1101,0,1104,51,34,1,34,2024-07-07 13:21:31,52,1M,-26.9,52.0
42342,2024-07-07 13:21:32+00:00,30.0,100,3176.0,0,0,1160,0,1155,51,29,1,44,2024-07-07 13:21:32,52,1M,-26.9,52.0
42343,2024-07-07 13:21:33+00:00,30.0,100,3201.0,0,0,1183,0,1188,51,30,1,42,2024-07-07 13:21:33,52,1M,-26.9,52.0
42344,2024-07-07 13:21:34+00:00,30.0,100,3181.0,0,1,1125,1,1129,51,34,1,34,2024-07-07 13:21:34,52,1M,-26.9,52.0
42345,2024-07-07 13:21:35+00:00,30.0,100,2711.0,0,0,1124,0,1128,51,31,1,40,2024-07-07 13:21:35,52,1M,-26.9,52.0
42346,2024-07-07 13:21:36+00:00,30.0,100,2542.0,0,0,1089,0,1093,51,31,1,40,2024-07-07 13:21:36,52,1M,-26.9,52.0
42347,2024-07-07 13:21:37+00:00,30.0,100,2766.0,0,0,1219,0,1223,51,30,1,42,2024-07-07 13:21:37,52,1M,-26.9,52.0
42348,2024-07-07 13:21:38+00:00,30.0,100,2853.0,0,0,1124,0,1139,51,29,1,44,2024-07-07 13:21:38,52,1M,-26.9,52.0
42349,2024-07-07 13:21:39+00:00,30.0,100,3272.0,0,0,1112,0,1106,51,31,1,40,2024-07-07 13:21:39,52,1M,-26.9,52.0
42350,2024-07-07 13:21:41+00:00,30.0,100,2258.0,0,0,1077,0,1080,51,32,1,38,2024-07-07 13:21:41,52,1M,-26.9,52.0
42351,2024-07-07 13:21:42+00:00,30.0,100,2983.0,0,0,1148,0,1152,51,31,1,40,2024-07-07 13:21:42,52,1M,-26.9,52.0
42352,2024-07-07 13:21:43+00:00,30.0,100,3686.0,0,0,1183,0,1188,51,31,1,40,2024-07-07 13:21:43,52,1M,-26.9,52.0
42353,2024-07-07 13:21:44+00:00,30.0,100,3197.0,0,1,1160,1,1165,51,29,1,44,2024-07-07 13:21:44,52,1M,-26.9,52.0
42354,2024-07-07 13:21:45+00:00,30.0,100,2857.0,0,0,1101,0,1104,51,29,1,44,2024-07-07 13:21:45,52,1M,-26.9,52.0
42355,2024-07-07 13:21:46+00:00,30.0,100,3073.0,0,0,1160,0,1164,51,32,1,38,2024-07-07 13:21:46,52,1M,-26.9,52.0
42356,2024-07-07 13:21:47+00:00,30.0,100,2057.0,0,0,1077,0,1080,51,27,1,48,2024-07-07 13:21:47,52,1M,-26.9,52.0
42357,2024-07-07 13:21:48+00:00,30.0,100,3243.0,0,0,1160,0,1164,51,33,1,36,2024-07-07 13:21:48,52,1M,-26.9,52.0
42358,2024-07-07 13:21:49+00:00,30.0,100,2799.0,0,0,1172,0,1176,51,30,1,42,2024-07-07 13:21:49,52,1M,-26.9,52.0
42359,2024-07-07 13:21:51+00:00,30.0,100,4140.0,0,0,1136,0,1141,51,30,1,42,2024-07-07 13:21:51,52,1M,-26.9,52.0
42360,2024-07-07 13:21:52+00:00,30.0,100,2515.0,0,0,1160,0,1163,51,32,1,38,2024-07-07 13:21:52,52,1M,-26.9,52.0
42361,2024-07-07 13:21:53+00:00,30.0,100,2668.0,0,1,1137,1,1141,51,30,1,42,2024-07-07 13:21:53,52,1M,-26.9,52.0
42362,2024-07-07 13:21:54+00:00,30.0,100,2892.0,0,0,1136,0,1140,51,32,1,38,2024-07-07 13:21:54,52,1M,-26.9,52.0
42363,2024-07-07 13:21:55+00:00,30.0,100,3233.0,0,0,1124,0,1129,51,30,1,42,2024-07-07 13:21:55,52,1M,-26.9,52.0
42364,2024-07-07 13:21:56+00:00,30.0,100,2504.0,0,0,1172,0,1180,51,29,1,44,2024-07-07 13:21:56,52,1M,-26.9,52.0
42365,2024-07-07 13:21:57+00:00,30.0,100,2711.0,0,0,1101,0,1100,51,32,1,38,2024-07-07 13:21:57,52,1M,-26.9,52.0
42366,2024-07-07 13:21:58+00:00,30.0,100,2365.0,0,0,1089,0,1092,51,31,1,40,2024-07-07 13:21:58,52,1M,-26.9,52.0
42367,2024-07-07 13:21:59+00:00,30.0,100,2113.0,0,0,1136,0,1140,51,30,1,42,2024-07-07 13:21:59,52,1M,-26.9,52.0
42368,2024-07-07 13:22:01+00:00,30.0,100,3450.0,0,0,1089,0,1093,51,31,1,40,2024-07-07 13:22:01,52,1M,-26.9,52.0
42369,2024-07-07 13:22:02+00:00,30.0,100,2461.0,0,0,1124,0,1132,51,32,1,38,2024-07-07 13:22:02,52,1M,-26.9,52.0
42370,2024-07-07 13:22:03+00:00,30.0,100,2507.0,0,0,1148,0,1157,51,30,1,42,2024-07-07 13:22:03,52,1M,-26.9,52.0
42371,2024-07-07 13:22:04+00:00,30.0,100,3699.0,0,0,1101,0,1095,51,33,1,36,2024-07-07 13:22:04,52,1M,-26.9,52.0
42372,2024-07-07 13:22:05+00:00,30.0,100,3028.0,0,1,1137,1,1141,51,29,1,44,2024-07-07 13:22:05,52,1M,-26.9,52.0
42373,2024-07-07 13:22:06+00:00,30.0,100,4468.0,0,0,1112,0,1118,51,33,1,36,2024-07-07 13:22:06,52,1M,-26.9,52.0
42374,2024-07-07 13:22:07+00:00,30.0,100,2573.0,0,0,1112,0,1116,51,31,1,40,2024-07-07 13:22:07,52,1M,-26.9,52.0
42375,2024-07-07 13:22:08+00:00,30.0,100,2846.0,0,0,1077,0,1081,51,29,1,44,2024-07-07 13:22:08,52,1M,-26.9,52.0
42376,2024-07-07 13:22:09+00:00,30.0,100,3527.0,0,0,1112,0,1117,51,34,1,34,2024-07-07 13:22:09,52,1M,-26.9,52.0
42377,2024-07-07 13:22:10+00:00,30.0,100,2803.0,0,0,1148,0,1152,51,32,1,38,2024-07-07 13:22:10,52,1M,-26.9,52.0
42378,2024-07-07 13:22:11+00:00,30.0,100,2909.0,0,0,1089,0,1093,51,30,1,42,2024-07-07 13:22:11,52,1M,-26.9,52.0
42379,2024-07-07 13:22:13+00:00,30.0,100,2724.0,0,0,1136,0,1140,51,31,1,40,2024-07-07 13:22:13,52,1M,-26.9,52.0
42380,2024-07-07 13:22:14+00:00,30.0,100,2458.0,0,0,1101,0,1104,51,32,1,38,2024-07-07 13:22:14,52,1M,-26.9,52.0
42381,2024-07-07 13:22:15+00:00,30.0,100,2923.0,0,0,1231,0,1237,51,33,1,36,2024-07-07 13:22:15,52,1M,-26.9,52.0
42382,2024-07-07 13:22:16+00:00,30.0,100,3044.0,0,1,1112,1,1117,51,30,1,42,2024-07-07 13:22:16,52,1M,-26.9,52.0
42383,2024-07-07 13:22:17+00:00,30.0,100,2324.0,0,0,1077,0,1081,51,31,1,40,2024-07-07 13:22:17,52,1M,-26.9,52.0
42384,2024-07-07 13:22:18+00:00,30.0,100,3143.0,0,0,1112,0,1117,51,31,1,40,2024-07-07 13:22:18,52,1M,-26.9,52.0
42385,2024-07-07 13:22:19+00:00,30.0,100,2957.0,0,0,1148,0,1152,51,28,1,46,2024-07-07 13:22:19,52,1M,-26.9,52.0
42386,2024-07-07 13:22:20+00:00,30.0,100,2327.0,0,0,1136,0,1149,51,30,1,42,2024-07-07 13:22:20,52,1M,-26.9,52.0
42387,2024-07-07 13:22:21+00:00,30.0,100,4226.0,0,0,1124,0,1120,51,34,1,34,2024-07-07 13:22:21,52,1M,-26.9,52.0
42388,2024-07-07 13:22:22+00:00,30.0,100,2864.0,0,0,1124,0,1128,51,34,1,34,2024-07-07 13:22:22,52,1M,-26.9,52.0
42389,2024-07-07 13:22:24+00:00,30.0,100,2431.0,0,0,1124,0,1128,51,29,1,44,2024-07-07 13:22:24,52,1M,-26.9,52.0
42390,2024-07-07 13:22:25+00:00,30.0,100,3069.0,0,0,1148,0,1152,51,31,1,40,2024-07-07 13:22:25,52,1M,-26.9,52.0
42391,2024-07-07 13:22:26+00:00,30.0,100,2379.0,0,1,1149,1,1152,51,32,1,38,2024-07-07 13:22:26,52,1M,-26.9,52.0
42392,2024-07-07 13:22:27+00:00,30.0,100,2765.0,0,0,1077,0,1081,51,31,1,40,2024-07-07 13:22:27,52,1M,-26.9,52.0
42393,2024-07-07 13:22:28+00:00,30.0,100,2253.0,0,0,1195,0,1199,51,31,1,40,2024-07-07 13:22:28,52,1M,-20.0,52.0
42394,2024-07-07 13:22:29+00:00,30.0,100,3097.0,0,0,1160,0,1163,51,26,1,50,2024-07-07 13:22:29,52,1M,-20.0,52.0
42395,2024-07-07 13:22:30+00:00,30.0,100,3117.0,0,0,1148,0,1159,51,32,1,38,2024-07-07 13:22:30,52,1M,-20.0,52.0
42396,2024-07-07 13:22:31+00:00,30.0,100,2969.0,0,0,1148,0,1162,51,33,1,36,2024-07-07 13:22:31,52,1M,-20.0,52.0
42397,2024-07-07 13:22:33+00:00,30.0,100,2863.0,0,0,1136,0,1151,51,31,1,40,2024-07-07 13:22:33,52,1M,-20.0,52.0
42398,2024-07-07 13:22:34+00:00,30.0,100,3118.0,0,0,1195,0,1195,51,26,1,50,2024-07-07 13:22:34,52,1M,-20.0,52.0
42399,2024-07-07 13:22:35+00:00,30.0,100,2762.0,0,1,1184,1,1189,51,34,1,34,2024-07-07 13:22:35,52,1M,-20.0,52.0
42400,2024-07-07 13:22:36+00:00,30.0,100,2611.0,0,0,1148,0,1152,51,31,1,40,2024-07-07 13:22:36,52,1M,-20.0,52.0
42401,2024-07-07 13:22:37+00:00,30.0,100,3318.0,0,0,1172,0,1192,51,29,1,44,2024-07-07 13:22:37,52,1M,-20.0,52.0
42402,2024-07-07 13:22:38+00:00,30.0,100,2644.0,0,0,1160,0,1173,51,33,1,36,2024-07-07 13:22:38,52,1M,-20.0,52.0
42403,2024-07-07 13:22:39+00:00,30.0,100,3481.0,0,0,1124,0,1119,51,30,1,42,2024-07-07 13:22:39,52,1M,-20.0,52.0
42404,2024-07-07 13:22:40+00:00,30.0,100,2673.0,0,0,1101,0,1104,51,27,1,48,2024-07-07 13:22:40,52,1M,-20.0,52.0
42405,2024-07-07 13:22:42+00:00,30.0,100,3422.0,0,0,1183,0,1188,51,27,1,48,2024-07-07 13:22:42,52,1M,-20.0,52.0
42406,2024-07-07 13:22:43+00:00,30.0,100,2472.0,0,0,1195,0,1209,51,31,1,40,2024-07-07 13:22:43,52,1M,-20.0,52.0
42407,2024-07-07 13:22:44+00:00,30.0,100,2910.0,0,1,1089,1,1095,51,30,1,42,2024-07-07 13:22:44,52,1M,-20.0,52.0
42408,2024-07-07 13:22:45+00:00,30.0,100,2572.0,0,0,1160,0,1164,51,30,1,42,2024-07-07 13:22:45,52,1M,-20.0,52.0
42409,2024-07-07 13:22:46+00:00,30.0,100,2689.0,0,0,1124,0,1128,51,30,1,42,2024-07-07 13:22:46,52,1M,-20.0,52.0
42410,2024-07-07 13:22:47+00:00,30.0,100,2304.0,0,0,1089,0,1120,51,30,1,42,2024-07-07 13:22:47,52,1M,-20.0,52.0
42411,2024-07-07 13:22:48+00:00,30.0,100,3215.0,0,0,1124,0,1128,51,31,1,40,2024-07-07 13:22:48,52,1M,-20.0,52.0
42412,2024-07-07 13:22:49+00:00,30.0,100,3290.0,0,0,1148,0,1152,51,31,1,40,2024-07-07 13:22:49,52,1M,-20.0,52.0
42413,2024-07-07 13:22:51+00:00,30.0,100,2513.0,0,0,1160,0,1176,51,32,1,38,2024-07-07 13:22:51,52,1M,-20.0,52.0
42414,2024-07-07 13:22:52+00:00,30.0,100,2498.0,0,0,1148,0,1152,51,29,1,44,2024-07-07 13:22:52,52,1M,-20.0,52.0
42415,2024-07-07 13:22:53+00:00,30.0,100,3492.0,0,0,1124,0,1138,51,33,1,36,2024-07-07 13:22:53,52,1M,-20.0,52.0
42416,2024-07-07 13:22:54+00:00,30.0,100,2856.0,0,1,1137,1,1132,51,32,1,38,2024-07-07 13:22:54,52,1M,-20.0,52.0
42417,2024-07-07 13:22:55+00:00,30.0,100,2198.0,0,0,1101,0,1116,51,29,1,44,2024-07-07 13:22:55,52,1M,-20.0,52.0
42418,2024-07-07 13:22:56+00:00,30.0,100,2776.0,0,0,1183,0,1199,51,28,1,46,2024-07-07 13:22:56,52,1M,-20.0,52.0
42419,2024-07-07 13:22:57+00:00,30.0,100,2604.0,0,0,1077,0,1084,51,32,1,38,2024-07-07 13:22:57,52,1M,-20.0,52.0
42420,2024-07-07 13:22:58+00:00,30.0,100,2887.0,0,0,1124,0,1128,51,30,1,42,2024-07-07 13:22:58,52,1M,-20.0,52.0
42421,2024-07-07 13:22:59+00:00,30.0,100,3015.0,0,0,1089,0,1093,51,30,1,42,2024-07-07 13:22:59,52,1M,-20.0,52.0
42422,2024-07-07 13:23:00+00:00,30.0,100,3767.0,0,0,1172,0,1197,51,30,1,42,2024-07-07 13:23:00,52,1M,-20.0,52.0
42423,2024-07-07 13:23:02+00:00,30.0,100,3081.0,0,0,1101,0,1100,51,31,1,40,2024-07-07 13:23:02,52,1M,-20.0,52.0
42424,2024-07-07 13:23:03+00:00,30.0,100,2374.0,0,0,1101,0,1104,51,31,1,40,2024-07-07 13:23:03,52,1M,-20.0,52.0
42425,2024-07-07 13:23:04+00:00,30.0,100,2198.0,0,0,1101,0,1111,51,31,1,40,2024-07-07 13:23:04,52,1M,-20.0,52.0
42426,2024-07-07 13:23:05+00:00,30.0,100,2959.0,0,1,1172,1,1189,51,30,1,42,2024-07-07 13:23:05,52,1M,-20.0,52.0
42427,2024-07-07 13:23:06+00:00,30.0,100,2599.0,0,0,1195,0,1191,51,27,1,48,2024-07-07 13:23:06,52,1M,-20.0,52.0
42428,2024-07-07 13:23:07+00:00,30.0,100,2798.0,0,0,1136,0,1164,51,31,1,40,2024-07-07 13:23:07,52,1M,-20.0,52.0
42429,2024-07-07 13:23:08+00:00,30.0,100,3426.0,0,0,1148,0,1153,51,35,1,32,2024-07-07 13:23:08,52,1M,-20.0,52.0
42430,2024-07-07 13:23:09+00:00,30.0,100,3353.0,0,0,1183,0,1188,51,28,1,46,2024-07-07 13:23:09,52,1M,-20.0,52.0
42431,2024-07-07 13:23:11+00:00,30.0,100,2372.0,0,0,1065,0,1069,51,29,1,44,2024-07-07 13:23:11,52,1M,-20.0,52.0
42432,2024-07-07 13:23:12+00:00,30.0,100,3212.0,0,0,1219,0,1225,51,30,1,42,2024-07-07 13:23:12,52,1M,-20.0,52.0
42433,2024-07-07 13:23:13+00:00,30.0,100,2493.0,0,0,1089,0,1104,51,33,1,36,2024-07-07 13:23:13,52,1M,-20.0,52.0
42434,2024-07-07 13:23:14+00:00,30.0,100,3105.0,0,1,1149,1,1153,51,30,1,42,2024-07-07 13:23:14,52,1M,-20.0,52.0
42435,2024-07-07 13:23:15+00:00,30.0,100,3063.0,0,0,1172,0,1176,51,35,1,32,2024-07-07 13:23:15,52,1M,-20.0,52.0
42436,2024-07-07 13:23:16+00:00,30.0,100,3388.0,0,0,1148,0,1156,51,32,1,38,2024-07-07 13:23:16,52,1M,-20.0,52.0
42437,2024-07-07 13:23:17+00:00,30.0,100,2548.0,0,0,1124,0,1128,51,29,1,44,2024-07-07 13:23:17,52,1M,-20.0,52.0
42438,2024-07-07 13:23:18+00:00,30.0,100,2387.0,0,0,1183,0,1192,51,29,1,44,2024-07-07 13:23:18,52,1M,-20.0,52.0
42439,2024-07-07 13:23:20+00:00,30.0,100,2970.0,0,0,1278,0,1290,51,30,1,42,2024-07-07 13:23:20,52,1M,-20.0,52.0
42440,2024-07-07 13:23:21+00:00,30.0,100,2681.0,0,0,1124,0,1133,51,31,1,40,2024-07-07 13:23:21,52,1M,-20.0,52.0
42441,2024-07-07 13:23:22+00:00,30.0,100,3314.0,0,0,1112,0,1117,51,32,1,38,2024-07-07 13:23:22,52,1M,-20.0,52.0
42442,2024-07-07 13:23:23+00:00,30.0,100,2533.0,0,1,1137,1,1141,51,29,1,44,2024-07-07 13:23:23,52,1M,-20.0,52.0
42443,2024-07-07 13:23:24+00:00,30.0,100,3712.0,0,0,1148,0,1152,51,30,1,42,2024-07-07 13:23:24,52,1M,-20.0,52.0
42444,2024-07-07 13:23:25+00:00,30.0,100,2890.0,0,0,1172,0,1176,51,29,1,44,2024-07-07 13:23:25,52,1M,-20.0,52.0
42445,2024-07-07 13:23:26+00:00,30.0,100,2586.0,0,0,1089,0,1093,51,31,1,40,2024-07-07 13:23:26,52,1M,-20.0,52.0
42446,2024-07-07 13:23:27+00:00,30.0,100,2358.0,0,0,1160,0,1173,51,31,1,40,2024-07-07 13:23:27,52,1M,-20.0,52.0
42447,2024-07-07 13:23:28+00:00,30.0,100,2680.0,0,0,1148,0,1147,51,30,1,42,2024-07-07 13:23:28,52,1M,-17.0,52.0
42448,2024-07-07 13:23:30+00:00,30.0,100,3752.0,0,0,1136,0,1154,51,29,1,44,2024-07-07 13:23:30,52,1M,-17.0,52.0
42449,2024-07-07 13:23:31+00:00,30.0,100,2764.0,0,0,1124,0,1119,51,32,1,38,2024-07-07 13:23:31,52,1M,-17.0,52.0
42450,2024-07-07 13:23:32+00:00,30.0,100,2359.0,0,1,1137,1,1141,51,26,1,50,2024-07-07 13:23:32,52,1M,-17.0,52.0
42451,2024-07-07 13:23:33+00:00,30.0,100,2708.0,0,0,1231,0,1235,51,33,1,36,2024-07-07 13:23:33,52,1M,-17.0,52.0
42452,2024-07-07 13:23:34+00:00,30.0,100,2571.0,0,0,1183,0,1201,51,29,1,44,2024-07-07 13:23:34,52,1M,-17.0,52.0
42453,2024-07-07 13:23:35+00:00,30.0,100,2898.0,0,0,1160,0,1168,51,30,1,42,2024-07-07 13:23:35,52,1M,-17.0,52.0
42454,2024-07-07 13:23:36+00:00,30.0,100,2479.0,0,0,1136,0,1143,51,29,1,44,2024-07-07 13:23:36,52,1M,-17.0,52.0
42455,2024-07-07 13:23:38+00:00,30.0,100,3648.0,0,0,1148,0,1176,51,30,1,42,2024-07-07 13:23:38,52,1M,-17.0,52.0
42456,2024-07-07 13:23:39+00:00,30.0,100,2705.0,0,0,1160,0,1169,51,29,1,44,2024-07-07 13:23:39,52,1M,-17.0,52.0
42457,2024-07-07 13:23:40+00:00,30.0,100,3477.0,0,0,1112,0,1121,51,30,1,42,2024-07-07 13:23:40,52,1M,-17.0,52.0
42458,2024-07-07 13:23:41+00:00,30.0,100,3874.0,0,1,1184,1,1201,51,31,1,40,2024-07-07 13:23:41,52,1M,-17.0,52.0
42459,2024-07-07 13:23:42+00:00,30.0,100,3322.0,0,0,1124,0,1133,51,35,1,32,2024-07-07 13:23:42,52,1M,-17.0,52.0
42460,2024-07-07 13:23:43+00:00,30.0,100,3449.0,0,0,1148,0,1168,51,36,1,30,2024-07-07 13:23:43,52,1M,-17.0,52.0
42461,2024-07-07 13:23:44+00:00,30.0,100,2828.0,0,0,1183,0,1200,51,29,1,44,2024-07-07 13:23:44,52,1M,-17.0,52.0
42462,2024-07-07 13:23:45+00:00,30.0,100,2277.0,0,0,1148,0,1151,51,30,1,42,2024-07-07 13:23:45,52,1M,-17.0,52.0
42463,2024-07-07 13:23:47+00:00,30.0,100,2867.0,0,0,1136,0,1149,51,30,1,42,2024-07-07 13:23:47,52,1M,-17.0,52.0
42464,2024-07-07 13:23:48+00:00,30.0,100,3591.0,0,0,1172,0,1167,51,34,1,34,2024-07-07 13:23:48,52,1M,-17.0,52.0
42465,2024-07-07 13:23:49+00:00,30.0,100,2578.0,0,0,1124,0,1140,51,29,1,44,2024-07-07 13:23:49,52,1M,-17.0,52.0
42466,2024-07-07 13:23:50+00:00,30.0,100,2835.0,0,1,1125,1,1150,51,31,1,40,2024-07-07 13:23:50,52,1M,-17.0,52.0
42467,2024-07-07 13:23:51+00:00,30.0,100,2884.0,0,0,1089,0,1083,51,33,1,36,2024-07-07 13:23:51,52,1M,-17.0,52.0
42468,2024-07-07 13:23:52+00:00,30.0,100,2875.0,0,0,1195,0,1204,51,28,1,46,2024-07-07 13:23:52,52,1M,-17.0,52.0
42469,2024-07-07 13:23:53+00:00,30.0,100,2536.0,0,0,1101,0,1104,51,31,1,40,2024-07-07 13:23:53,52,1M,-17.0,52.0
42470,2024-07-07 13:23:54+00:00,30.0,100,3133.0,0,0,1136,0,1143,51,29,1,44,2024-07-07 13:23:54,52,1M,-17.0,52.0
42471,2024-07-07 13:23:55+00:00,30.0,100,3142.0,0,0,1124,0,1149,51,29,1,44,2024-07-07 13:23:55,52,1M,-17.0,52.0
42472,2024-07-07 13:23:57+00:00,30.0,100,2965.0,0,0,1136,0,1149,51,30,1,42,2024-07-07 13:23:57,52,1M,-17.0,52.0
42473,2024-07-07 13:23:58+00:00,30.0,100,3702.0,0,0,1089,0,1111,51,30,1,42,2024-07-07 13:23:58,52,1M,-17.0,52.0
42474,2024-07-07 13:23:59+00:00,30.0,100,2791.0,0,0,1160,0,1164,51,29,1,44,2024-07-07 13:23:59,52,1M,-17.0,52.0
42475,2024-07-07 13:24:00+00:00,30.0,100,3196.0,0,0,1077,0,1085,51,33,1,36,2024-07-07 13:24:00,52,1M,-17.0,52.0
42476,2024-07-07 13:24:01+00:00,30.0,100,3022.0,0,1,1149,1,1180,51,32,1,38,2024-07-07 13:24:01,52,1M,-17.0,52.0
42477,2024-07-07 13:24:02+00:00,30.0,100,2256.0,0,0,1195,0,1199,51,30,1,42,2024-07-07 13:24:02,52,1M,-17.0,52.0
42478,2024-07-07 13:24:03+00:00,30.0,100,2641.0,0,0,1101,0,1116,51,29,1,44,2024-07-07 13:24:03,52,1M,-17.0,52.0
42479,2024-07-07 13:24:04+00:00,30.0,100,2987.0,0,0,1172,0,1199,51,30,1,42,2024-07-07 13:24:04,52,1M,-17.0,52.0
42480,2024-07-07 13:24:05+00:00,30.0,100,2415.0,0,0,1136,0,1140,51,28,1,46,2024-07-07 13:24:05,52,1M,-17.0,52.0
42481,2024-07-07 13:24:07+00:00,30.0,100,2815.0,0,0,1172,0,1188,51,30,1,42,2024-07-07 13:24:07,52,1M,-17.0,52.0
42482,2024-07-07 13:24:08+00:00,30.0,100,3246.0,0,0,1077,0,1081,51,30,1,42,2024-07-07 13:24:08,52,1M,-17.0,52.0
42483,2024-07-07 13:24:09+00:00,30.0,100,3004.0,0,0,1172,0,1179,51,31,1,40,2024-07-07 13:24:09,52,1M,-17.0,52.0
42484,2024-07-07 13:24:10+00:00,30.0,100,3161.0,0,1,1137,1,1141,51,29,1,44,2024-07-07 13:24:10,52,1M,-17.0,52.0
42485,2024-07-07 13:24:11+00:00,30.0,100,2852.0,0,0,1065,0,1069,51,31,1,40,2024-07-07 13:24:11,52,1M,-17.0,52.0
42486,2024-07-07 13:24:12+00:00,30.0,100,3074.0,0,0,1148,0,1152,51,34,1,34,2024-07-07 13:24:12,52,1M,-17.0,52.0
42487,2024-07-07 13:24:13+00:00,30.0,100,2927.0,0,0,1101,0,1104,51,32,1,38,2024-07-07 13:24:13,52,1M,-17.0,52.0
42488,2024-07-07 13:24:14+00:00,30.0,100,2752.0,0,0,1124,0,1128,51,29,1,44,2024-07-07 13:24:14,52,1M,-17.0,52.0
42489,2024-07-07 13:24:15+00:00,30.0,100,3221.0,0,0,1148,0,1164,51,30,1,42,2024-07-07 13:24:15,52,1M,-17.0,52.0
42490,2024-07-07 13:24:17+00:00,30.0,100,3173.0,0,0,1195,0,1203,51,32,1,38,2024-07-07 13:24:17,52,1M,-17.0,52.0
42491,2024-07-07 13:24:18+00:00,30.0,100,3532.0,0,0,1136,0,1141,51,32,1,38,2024-07-07 13:24:18,52,1M,-17.0,52.0
42492,2024-07-07 13:24:19+00:00,30.0,100,2295.0,0,0,1112,0,1116,51,32,1,38,2024-07-07 13:24:19,52,1M,-17.0,52.0
42493,2024-07-07 13:24:20+00:00,30.0,100,2775.0,0,0,1101,0,1117,51,29,1,44,2024-07-07 13:24:20,52,1M,-17.0,52.0
42494,2024-07-07 13:24:21+00:00,30.0,100,2753.0,0,1,1208,1,1211,51,30,1,42,2024-07-07 13:24:21,52,1M,-17.0,52.0
42495,2024-07-07 13:24:22+00:00,30.0,100,2913.0,0,0,1148,0,1152,51,30,1,42,2024-07-07 13:24:22,52,1M,-17.0,52.0
42496,2024-07-07 13:24:23+00:00,30.0,100,2118.0,0,0,1089,0,1092,51,32,1,38,2024-07-07 13:24:23,52,1M,-17.0,52.0
42497,2024-07-07 13:24:24+00:00,30.0,100,3044.0,0,0,1124,0,1148,51,32,1,38,2024-07-07 13:24:24,52,1M,-17.0,52.0
42498,2024-07-07 13:24:25+00:00,30.0,100,2813.0,0,0,1183,0,1183,51,29,1,44,2024-07-07 13:24:25,52,1M,-17.0,52.0
42499,2024-07-07 13:24:27+00:00,30.0,100,2916.0,0,0,1136,0,1147,51,30,1,42,2024-07-07 13:24:27,52,1M,-17.0,52.0
42500,2024-07-07 13:24:28+00:00,30.0,100,4356.0,0,0,1207,0,1205,51,28,1,46,2024-07-07 13:24:28,52,1M,-23.2,52.0
42501,2024-07-07 13:24:29+00:00,30.0,100,2622.0,0,1,1137,1,1153,51,30,1,42,2024-07-07 13:24:29,52,1M,-23.2,52.0
42502,2024-07-07 13:24:30+00:00,30.0,100,3296.0,0,0,1148,0,1152,51,28,1,46,2024-07-07 13:24:30,52,1M,-23.2,52.0
42503,2024-07-07 13:24:31+00:00,30.0,100,2135.0,0,0,1195,0,1211,51,29,1,44,2024-07-07 13:24:31,52,1M,-23.2,52.0
42504,2024-07-07 13:24:32+00:00,30.0,100,3311.0,0,0,1148,0,1152,51,26,1,50,2024-07-07 13:24:32,52,1M,-23.2,52.0
42505,2024-07-07 13:24:33+00:00,30.0,100,2710.0,0,0,1112,0,1116,51,31,1,40,2024-07-07 13:24:33,52,1M,-23.2,52.0
42506,2024-07-07 13:24:34+00:00,30.0,100,3265.0,0,0,1136,0,1140,51,34,1,34,2024-07-07 13:24:34,52,1M,-23.2,52.0
42507,2024-07-07 13:24:36+00:00,30.0,100,2703.0,0,0,1207,0,1211,51,29,1,44,2024-07-07 13:24:36,52,1M,-23.2,52.0
42508,2024-07-07 13:24:37+00:00,30.0,100,3251.0,0,0,1101,0,1105,51,30,1,42,2024-07-07 13:24:37,52,1M,-23.2,52.0
42509,2024-07-07 13:24:38+00:00,30.0,100,2873.0,0,0,1112,0,1125,51,30,1,42,2024-07-07 13:24:38,52,1M,-23.2,52.0
42510,2024-07-07 13:24:39+00:00,30.0,100,2971.0,0,1,1113,1,1116,51,33,1,36,2024-07-07 13:24:39,52,1M,-23.2,52.0
42511,2024-07-07 13:24:40+00:00,30.0,100,3393.0,0,0,1183,0,1188,51,34,1,34,2024-07-07 13:24:40,52,1M,-23.2,52.0
42512,2024-07-07 13:24:41+00:00,30.0,100,2652.0,0,0,1065,0,1069,51,30,1,42,2024-07-07 13:24:41,52,1M,-23.2,52.0
42513,2024-07-07 13:24:42+00:00,30.0,100,3178.0,0,0,1136,0,1144,51,27,1,48,2024-07-07 13:24:42,52,1M,-23.2,52.0
42514,2024-07-07 13:24:43+00:00,30.0,100,3247.0,0,0,1124,0,1140,51,34,1,34,2024-07-07 13:24:43,52,1M,-23.2,52.0
42515,2024-07-07 13:24:44+00:00,30.0,100,3015.0,0,0,1124,0,1128,51,30,1,42,2024-07-07 13:24:44,52,1M,-23.2,52.0
