,_time,bandwidth_required,bitrate,jitter,lost_percentage,path_loss,transfer,ue_nr,DRB.PacketSuccessRateUlgNBUu,DRB.RlcPacketDropRateDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,time_latency
22878,2024-04-03 09:53:43+00:00,10000000.0,8.5,2.3286666666666664,0.15333333333333332,25.51,1.0213333333333334,1,100.0,0.0,2.0,34374.0,2.0,34485.0,320.3333333333333
22882,2024-04-03 09:53:47+00:00,10000000.0,8.43,1.963,0.17333333333333334,22.95,1.01,1,100.0,0.0,2.0,34374.0,2.0,34485.0,372.0
22886,2024-04-03 09:53:51+00:00,10000000.0,8.466666666666667,1.8346666666666664,0.17,17.83,1.0170000000000001,1,100.0,0.0,2.0,34268.0,2.0,34376.0,388.0
22890,2024-04-03 09:53:55+00:00,10000000.0,8.42,1.4743333333333333,0.15,17.83,1.0196666666666667,1,100.0,0.0,2.0,34386.0,2.0,34485.0,404.6666666666667
22894,2024-04-03 09:53:59+00:00,10000000.0,8.43,1.6079999999999999,0.15666666666666665,17.83,1.0033333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,356.0
22898,2024-04-03 09:54:03+00:00,10000000.0,8.406666666666666,1.4556666666666667,0.16333333333333333,24.203333333333333,1.0083333333333335,1,100.0,0.0,2.0,34065.0,2.0,34173.0,260.0
22906,2024-04-03 09:54:11+00:00,10000000.0,8.16,2.0773333333333333,0.25333333333333335,27.39,0.9873333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,364.3333333333333
22914,2024-04-03 09:54:19+00:00,10000000.0,8.386666666666665,1.9723333333333335,0.17333333333333334,22.01,1.0170000000000001,1,100.0,0.0,2.0,34030.0,2.0,34138.0,311.3333333333333
22918,2024-04-03 09:54:23+00:00,10000000.0,8.459999999999999,1.4713333333333336,0.17,22.01,1.0156666666666665,1,100.0,0.0,2.0,34646.0,2.0,34758.0,400.0
22926,2024-04-03 09:54:31+00:00,10000000.0,8.399999999999999,1.494,0.15933333333333333,22.01,1.0173333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,334.0
22934,2024-04-03 09:54:39+00:00,10000000.0,8.5,1.7573333333333334,0.15333333333333335,23.62,1.0190000000000001,1,100.0,0.0,2.0,34646.0,2.0,34758.0,377.5
22938,2024-04-03 09:54:43+00:00,10000000.0,8.37,2.0896666666666666,0.16,23.62,1.016,1,100.0,0.0,2.0,34481.0,2.0,34589.0,371.0
22942,2024-04-03 09:54:47+00:00,10000000.0,8.376666666666667,1.719,0.11533333333333333,23.046666666666667,1.0126666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,382.5
22946,2024-04-03 09:54:51+00:00,10000000.0,8.393333333333333,1.7103333333333335,0.139,21.899999999999995,1.0103333333333333,1,100.0,0.0,3.0,34101.0,3.0,34207.0,299.0
22954,2024-04-03 09:54:59+00:00,10000000.0,8.386666666666665,2.443,0.16333333333333333,21.899999999999995,1.0146666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,378.0
22958,2024-04-03 09:55:03+00:00,10000000.0,8.386666666666667,2.2239999999999998,0.14900000000000002,27.36,1.014,1,100.0,0.0,2.0,34339.0,2.0,34450.0,403.6666666666667
22966,2024-04-03 09:55:11+00:00,10000000.0,8.453333333333333,1.8963333333333334,0.17,30.09,1.0243333333333333,1,100.0,0.0,2.0,34337.0,2.0,34446.0,388.0
22970,2024-04-03 09:55:15+00:00,10000000.0,8.576666666666666,3.0080000000000005,0.163,30.09,1.0326666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,426.0
22974,2024-04-03 09:55:19+00:00,10000000.0,8.293333333333331,1.7223333333333333,0.16,22.290000000000003,1.0123333333333333,1,100.0,0.0,2.0,34209.0,2.0,34311.0,392.3333333333333
22978,2024-04-03 09:55:23+00:00,10000000.0,8.406666666666666,1.3803333333333334,0.15666666666666668,22.290000000000003,1.0163333333333335,1,100.0,0.0,2.0,34480.0,2.0,34589.0,434.0
22982,2024-04-03 09:55:27+00:00,10000000.0,8.953333333333333,1.7666666666666666,0.15666666666666668,22.290000000000003,1.082,1,100.0,0.0,2.0,34327.0,2.0,34446.0,325.6666666666667
22986,2024-04-03 09:55:31+00:00,10000000.0,8.366666666666667,2.3633333333333333,0.17666666666666667,22.290000000000003,1.0126666666666668,1,100.0,0.0,2.0,34386.0,2.0,34485.0,272.0
22990,2024-04-03 09:55:35+00:00,10000000.0,8.293333333333331,2.17,0.18000000000000002,26.37,1.0126666666666666,1,100.0,0.0,2.0,34161.0,2.0,34277.0,415.3333333333333
23002,2024-04-03 09:55:47+00:00,10000000.0,8.290000000000001,1.828,0.18666666666666668,25.14,1.0030000000000001,1,100.0,0.0,2.0,34338.0,2.0,34450.0,350.6666666666667
23006,2024-04-03 09:55:51+00:00,10000000.0,8.363333333333335,1.954,0.15,22.679999999999996,1.002,1,100.0,0.0,2.0,34268.0,2.0,34381.0,440.6666666666667
23010,2024-04-03 09:55:55+00:00,10000000.0,8.406666666666666,1.844,0.14333333333333334,22.679999999999996,1.0193333333333332,1,100.0,0.0,2.0,34516.0,2.0,34624.0,377.5
23014,2024-04-03 09:55:59+00:00,10000000.0,8.44,2.525,0.14666666666666667,22.679999999999996,1.0223333333333333,1,100.0,0.0,2.0,34338.0,2.0,34446.0,387.0
23018,2024-04-03 09:56:03+00:00,10000000.0,8.4,1.9610000000000003,0.167,22.49333333333333,1.009,1,100.0,0.0,2.0,34409.0,2.0,34520.0,342.3333333333333
23022,2024-04-03 09:56:07+00:00,10000000.0,8.32,2.405666666666667,0.15666666666666668,22.399999999999995,1.006,1,100.0,0.0,2.0,34374.0,2.0,34485.0,396.3333333333333
23030,2024-04-03 09:56:15+00:00,10000000.0,8.536666666666667,1.643,0.1466666666666667,22.399999999999995,1.02,1,100.0,0.0,2.0,34338.0,2.0,34446.0,386.6666666666667
23034,2024-04-03 09:56:19+00:00,10000000.0,8.486666666666666,1.6273333333333333,0.15,24.34,1.022,1,100.0,0.0,2.0,34339.0,2.0,34450.0,386.3333333333333
23038,2024-04-03 09:56:23+00:00,10000000.0,8.549999999999999,1.7703333333333333,0.15666666666666665,24.34,1.0143333333333333,1,100.0,0.0,2.0,34386.0,2.0,34485.0,393.6666666666667
23042,2024-04-03 09:56:27+00:00,10000000.0,8.336666666666666,3.7420000000000004,0.15333333333333332,24.34,1.0010000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,387.5
23046,2024-04-03 09:56:31+00:00,10000000.0,8.316666666666668,1.7266666666666666,0.15,24.34,0.9996666666666667,1,100.0,0.0,2.0,34303.0,2.0,34411.0,431.0
23050,2024-04-03 09:56:35+00:00,10000000.0,8.353333333333333,1.757666666666667,0.19333333333333336,26.51,1.0116666666666667,1,100.0,0.0,2.0,34339.0,2.0,34450.0,340.3333333333333
23054,2024-04-03 09:56:39+00:00,10000000.0,8.273333333333333,3.266666666666667,0.1566666666666667,26.51,1.0006666666666668,1,100.0,0.0,2.0,34374.0,2.0,34485.0,404.0
23058,2024-04-03 09:56:43+00:00,10000000.0,8.24,2.1493333333333333,0.20333333333333334,26.51,0.9966666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,337.6666666666667
23062,2024-04-03 09:56:47+00:00,10000000.0,8.25,1.6546666666666667,0.15633333333333335,23.959999999999997,0.9980000000000001,1,100.0,0.0,2.0,34339.0,2.0,34446.0,356.6666666666667
23066,2024-04-03 09:56:51+00:00,10000000.0,8.46,1.643,0.17,18.86,1.0156666666666665,1,100.0,0.0,2.0,34303.0,2.0,34416.0,402.5
23070,2024-04-03 09:56:55+00:00,10000000.0,8.396666666666667,1.529,0.1466666666666667,18.86,1.0156666666666667,1,100.0,0.0,2.0,34279.0,2.0,34381.0,400.5
23074,2024-04-03 09:56:59+00:00,10000000.0,8.450000000000001,1.8036666666666665,0.15033333333333335,18.86,1.014,1,100.0,0.0,2.0,34480.0,2.0,34589.0,336.5
23078,2024-04-03 09:57:03+00:00,10000000.0,8.38,1.765666666666667,0.12933333333333333,19.779999999999998,1.0146666666666666,1,100.0,0.0,2.0,34315.0,2.0,34435.0,364.3333333333333
23082,2024-04-03 09:57:07+00:00,10000000.0,8.42,2.2529999999999997,0.13333333333333333,20.24,1.0206666666666668,1,100.0,0.0,2.0,34385.0,2.0,34485.0,366.3333333333333
23086,2024-04-03 09:57:11+00:00,10000000.0,8.236666666666666,1.9643333333333335,0.16333333333333333,20.24,0.996,1,100.0,0.0,2.0,34126.0,2.0,34242.0,338.5
23090,2024-04-03 09:57:15+00:00,10000000.0,8.573333333333332,1.7846666666666666,0.14,20.24,1.0366666666666664,1,100.0,0.0,2.0,34586.0,2.0,34693.0,403.0
23094,2024-04-03 09:57:19+00:00,10000000.0,8.406666666666666,1.9429999999999998,0.16333333333333333,22.070000000000004,1.017,1,100.0,0.0,2.0,34351.0,2.0,34462.0,371.5
23098,2024-04-03 09:57:23+00:00,10000000.0,8.31,2.6626666666666665,0.16,22.070000000000004,1.0063333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,401.6666666666667
23106,2024-04-03 09:57:31+00:00,10000000.0,8.113333333333333,2.3433333333333333,0.149,22.070000000000004,0.9836666666666667,1,100.0,0.0,2.0,34657.0,2.0,34763.0,359.0
23110,2024-04-03 09:57:35+00:00,10000000.0,8.766666666666667,1.3756666666666668,0.13533333333333333,20.92,1.0523333333333333,1,100.0,0.0,2.0,34255.0,2.0,34371.0,370.3333333333333
23114,2024-04-03 09:57:39+00:00,10000000.0,8.67,2.499,0.136,20.92,1.0413333333333332,1,100.0,0.0,2.0,34516.0,2.0,34624.0,343.5
23118,2024-04-03 09:57:43+00:00,10000000.0,8.196666666666667,2.4393333333333334,0.14666666666666664,20.92,0.991,1,100.0,0.0,2.0,34338.0,2.0,34450.0,366.6666666666667
23122,2024-04-03 09:57:47+00:00,10000000.0,8.656666666666666,1.9960000000000002,0.18333333333333335,20.92,1.0386666666666666,1,100.0,0.0,2.0,34350.0,2.0,34450.0,434.0
23130,2024-04-03 09:57:55+00:00,10000000.0,8.116666666666665,2.3073333333333337,0.16666666666666666,24.51,0.983,1,100.0,0.0,2.0,34349.0,2.0,34450.0,353.0
23134,2024-04-03 09:57:59+00:00,10000000.0,8.586666666666666,1.7996666666666667,0.16,24.51,1.031,1,100.0,0.0,2.0,34303.0,2.0,34416.0,320.6666666666667
23138,2024-04-03 09:58:03+00:00,10000000.0,8.723333333333334,1.9420000000000002,0.14133333333333334,24.650000000000002,1.0553333333333332,1,100.0,0.0,2.0,34445.0,2.0,34554.0,280.0
23142,2024-04-03 09:58:07+00:00,10000000.0,8.363333333333333,2.514333333333333,0.143,24.929999999999996,1.0053333333333334,1,100.0,0.0,2.0,34090.0,2.0,34203.0,338.6666666666667
23146,2024-04-03 09:58:11+00:00,10000000.0,8.473333333333334,2.1323333333333334,0.15433333333333332,24.929999999999996,1.018,1,100.0,0.0,2.0,34587.0,2.0,34693.0,408.5
23154,2024-04-03 09:58:19+00:00,10000000.0,8.399999999999999,2.358,0.18333333333333335,23.363333333333333,1.0090000000000001,1,100.0,0.0,2.0,34965.0,2.0,35075.0,341.6666666666667
23158,2024-04-03 09:58:23+00:00,10000000.0,8.39,2.389,0.15666666666666665,22.58,1.0186666666666666,1,100.0,0.0,2.0,34339.0,2.0,34446.0,362.5
23166,2024-04-03 09:58:31+00:00,10000000.0,8.126666666666667,1.862,0.16666666666666666,22.58,0.9840000000000001,1,100.0,0.0,2.0,34278.0,2.0,34381.0,357.5
23170,2024-04-03 09:58:35+00:00,10000000.0,8.373333333333333,3.2546666666666666,0.16666666666666666,24.37,1.0056666666666667,1,100.0,0.0,2.0,34445.0,2.0,34554.0,350.6666666666667
23174,2024-04-03 09:58:39+00:00,10000000.0,8.263333333333334,3.0216666666666665,0.15,24.37,1.008333333333333,1,100.0,0.0,2.0,34019.0,2.0,34133.0,387.3333333333333
23182,2024-04-03 09:58:47+00:00,10000000.0,8.379999999999999,1.907,0.16333333333333336,24.37,1.008333333333333,1,100.0,0.0,2.0,34267.0,2.0,34381.0,337.6666666666667
23186,2024-04-03 09:58:51+00:00,10000000.0,8.333333333333334,2.314,0.15666666666666665,23.06,1.0003333333333333,1,100.0,0.0,2.0,34445.0,2.0,34554.0,378.3333333333333
23190,2024-04-03 09:58:55+00:00,10000000.0,8.356666666666667,1.7736666666666665,0.13999999999999999,23.06,1.011,1,100.0,0.0,2.0,34339.0,2.0,34446.0,254.33333333333334
23194,2024-04-03 09:58:59+00:00,10000000.0,8.286666666666667,3.3196666666666665,0.18666666666666668,23.06,0.9953333333333333,1,100.0,0.0,2.0,34409.0,2.0,34520.0,260.0
23198,2024-04-03 09:59:03+00:00,10000000.0,9.263333333333334,2.0736666666666665,0.12,23.679999999999996,1.11,1,100.0,0.0,2.0,34339.0,2.0,34450.0,301.0
23202,2024-04-03 09:59:07+00:00,10000000.0,8.536666666666667,1.7716666666666665,0.17,24.92,1.0166666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,369.6666666666667
23206,2024-04-03 09:59:11+00:00,10000000.0,8.463333333333333,1.6346666666666667,0.15666666666666665,24.92,1.0176666666666667,1,100.0,0.0,2.0,34338.0,2.0,34446.0,378.0
23222,2024-04-03 09:59:27+00:00,10000000.0,8.409999999999998,2.2453333333333334,0.16666666666666666,25.959999999999997,1.01,1,100.0,0.0,2.0,34266.0,2.0,34376.0,388.6666666666667
23226,2024-04-03 09:59:31+00:00,10000000.0,8.35,3.2923333333333336,0.16833333333333333,25.959999999999997,1.0116666666666667,1,100.0,0.0,2.0,34197.0,2.0,34311.0,297.0
23230,2024-04-03 09:59:35+00:00,10000000.0,8.436666666666667,2.468,0.14333333333333334,21.790000000000003,1.0113333333333332,1,100.0,0.0,2.0,34587.0,2.0,34693.0,286.0
23234,2024-04-03 09:59:39+00:00,10000000.0,8.799999999999999,1.7066666666666668,0.17,21.790000000000003,1.0603333333333333,1,100.0,0.0,3.0,34338.0,3.0,34450.0,318.5
23242,2024-04-03 09:59:47+00:00,10000000.0,8.409999999999998,1.8396666666666668,0.16333333333333333,21.790000000000003,1.01,1,100.0,0.0,2.0,34384.0,2.0,34485.0,307.0
23250,2024-04-03 09:59:55+00:00,10000000.0,8.36,2.2576666666666667,0.16,19.34,1.0123333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,374.6666666666667
23254,2024-04-03 09:59:59+00:00,10000000.0,8.450000000000001,1.6053333333333333,0.16,19.34,1.0136666666666667,1,100.0,0.0,2.0,34031.0,2.0,34133.0,366.0
23262,2024-04-03 10:00:07+00:00,10000000.0,8.433333333333334,1.5996666666666666,0.16,29.459999999999997,1.0136666666666667,1,100.0,0.0,2.0,34326.0,2.0,34416.0,385.6666666666667
23270,2024-04-03 10:00:15+00:00,10000000.0,8.563333333333333,1.6236666666666668,0.1566666666666667,29.459999999999997,1.026,1,100.0,0.0,2.0,34361.0,2.0,34480.0,375.0
23274,2024-04-03 10:00:19+00:00,10000000.0,8.42,2.509,0.16,25.7,1.014,1,100.0,0.0,2.0,34351.0,2.0,34450.0,367.0
23278,2024-04-03 10:00:23+00:00,10000000.0,8.456666666666665,1.76,0.15666666666666665,23.820000000000004,1.0243333333333333,1,100.0,0.0,2.0,34373.0,2.0,34485.0,414.0
23286,2024-04-03 10:00:31+00:00,10000000.0,8.436666666666667,1.3793333333333333,0.16,23.820000000000004,1.0113333333333334,1,100.0,0.0,2.0,34338.0,2.0,34446.0,411.0
23290,2024-04-03 10:00:35+00:00,10000000.0,8.343333333333334,1.6500000000000001,0.16666666666666666,21.899999999999995,1.0116666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,401.6666666666667
23294,2024-04-03 10:00:39+00:00,10000000.0,8.353333333333333,1.984333333333333,0.14333333333333334,21.899999999999995,1.013,1,100.0,0.0,2.0,34374.0,2.0,34485.0,367.0
23302,2024-04-03 10:00:47+00:00,10000000.0,8.43,1.607,0.15666666666666665,21.899999999999995,1.0066666666666666,1,100.0,0.0,2.0,34337.0,2.0,34446.0,327.0
23306,2024-04-03 10:00:51+00:00,10000000.0,8.646666666666667,1.6793333333333333,0.16,20.22,1.0333333333333334,1,100.0,0.0,2.0,34314.0,2.0,34416.0,402.6666666666667
23318,2024-04-03 10:01:03+00:00,10000000.0,8.406666666666666,1.455,0.16,22.436666666666667,1.0090000000000001,1,100.0,0.0,2.0,34337.0,2.0,34446.0,395.0
23326,2024-04-03 10:01:11+00:00,10000000.0,8.353333333333333,1.554,0.17,26.87,1.0026666666666666,1,100.0,0.0,2.0,34373.0,2.0,34485.0,443.0
23334,2024-04-03 10:01:19+00:00,10000000.0,8.386666666666665,1.5023333333333335,0.16,21.929999999999996,1.015,1,100.0,0.0,2.0,34266.0,2.0,34376.0,401.6666666666667
23338,2024-04-03 10:01:23+00:00,10000000.0,8.416666666666666,1.4956666666666667,0.129,19.46,1.013,1,100.0,0.0,2.0,34374.0,2.0,34485.0,306.5
23342,2024-04-03 10:01:27+00:00,10000000.0,8.450000000000001,1.793333333333333,0.17666666666666667,19.46,1.0133333333333334,1,100.0,0.0,2.0,34373.0,2.0,34485.0,426.0
23346,2024-04-03 10:01:31+00:00,10000000.0,6.95,2.8843333333333336,0.2833333333333334,19.46,0.8483333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,516.0
23354,2024-04-03 10:01:39+00:00,10000000.0,8.423333333333334,1.6219999999999999,0.15333333333333335,26.17,1.014,1,100.0,0.0,2.0,34372.0,2.0,34485.0,378.0
23370,2024-04-03 10:01:55+00:00,10000000.0,8.416666666666666,1.6473333333333333,0.15666666666666665,23.74,1.0146666666666666,1,100.0,0.0,2.0,34374.0,2.0,34485.0,426.0
23386,2024-04-03 10:02:11+00:00,10000000.0,8.423333333333332,1.6666666666666667,0.16,20.33,1.0116666666666667,1,100.0,0.0,2.0,34374.0,2.0,34485.0,376.6666666666667
23390,2024-04-03 10:02:15+00:00,10000000.0,8.406666666666666,1.9249999999999998,0.149,20.33,1.0103333333333333,1,100.0,0.0,2.0,34374.0,2.0,34485.0,278.0
23394,2024-04-03 10:02:19+00:00,10000000.0,8.46,1.7946666666666664,0.16,20.723333333333333,1.0033333333333332,1,100.0,0.0,2.0,34374.0,2.0,34485.0,376.5
23398,2024-04-03 10:02:23+00:00,10000000.0,8.223333333333334,3.2886666666666664,0.16666666666666666,20.92,0.9863333333333334,1,100.0,0.0,2.0,34339.0,2.0,34446.0,309.0
23402,2024-04-03 10:02:27+00:00,10000000.0,8.306666666666667,1.780333333333333,0.15666666666666665,20.92,0.996,1,100.0,0.0,2.0,34373.0,2.0,34485.0,428.0
23406,2024-04-03 10:02:31+00:00,10000000.0,8.443333333333333,1.674666666666667,0.16,20.92,1.019,1,100.0,0.0,2.0,34373.0,2.0,34485.0,360.5
23418,2024-04-03 10:02:43+00:00,10000000.0,8.513333333333334,2.5866666666666664,0.14900000000000002,22.39,1.022,1,100.0,0.0,2.0,34409.0,2.0,34520.0,416.0
23422,2024-04-03 10:02:47+00:00,10000000.0,8.396666666666667,2.403,0.22,22.39,1.014,1,100.0,0.0,2.0,34067.0,2.0,34173.0,284.7
23426,2024-04-03 10:02:51+00:00,10000000.0,8.306666666666667,1.7640000000000002,0.13333333333333333,21.88,1.0056666666666667,1,100.0,0.0,2.0,34622.0,2.0,34728.0,412.5
23430,2024-04-03 10:02:55+00:00,10000000.0,8.426666666666668,1.78,0.16333333333333333,21.88,1.0133333333333334,1,100.0,0.0,2.0,34303.0,2.0,34411.0,407.3333333333333
23438,2024-04-03 10:03:03+00:00,10000000.0,8.503333333333332,1.6026666666666667,0.17,21.686666666666667,1.0133333333333334,1,100.0,0.0,2.0,34030.0,2.0,34138.0,332.0
23446,2024-04-03 10:03:11+00:00,10000000.0,8.403333333333334,1.8070000000000002,0.16333333333333336,21.3,1.0193333333333334,1,100.0,0.0,2.0,34338.0,2.0,34446.0,376.0
23450,2024-04-03 10:03:15+00:00,10000000.0,7.913333333333333,4.1273333333333335,0.15666666666666665,21.3,0.9590000000000001,1,100.0,0.0,2.0,34374.0,2.0,34485.0,458.6666666666667
23454,2024-04-03 10:03:19+00:00,10000000.0,8.846666666666666,1.861,0.10666666666666667,23.96666666666667,1.0533333333333335,1,100.0,0.0,2.0,34339.0,2.0,34450.0,315.6666666666667
23458,2024-04-03 10:03:23+00:00,10000000.0,8.399999999999999,1.8549999999999998,0.1416666666666667,25.3,1.0156666666666665,1,100.0,0.0,2.0,34374.0,2.0,34485.0,371.3333333333333
23466,2024-04-03 10:03:31+00:00,10000000.0,8.39,2.306,0.14800000000000002,25.3,1.0163333333333333,1,100.0,0.0,2.0,34195.0,2.0,34312.0,394.5
23470,2024-04-03 10:03:35+00:00,10000000.0,7.849999999999999,4.063666666666666,0.18666666666666668,27.66,0.9513333333333334,1,100.0,0.0,2.0,34516.0,2.0,34624.0,474.0
23474,2024-04-03 10:03:39+00:00,10000000.0,8.63,2.3623333333333334,0.13433333333333333,27.66,1.03,1,100.0,0.0,2.0,34339.0,2.0,34450.0,374.0
23482,2024-04-03 10:03:47+00:00,10000000.0,8.46,1.7273333333333334,0.18333333333333335,27.66,1.016,1,100.0,0.0,2.0,34373.0,2.0,34485.0,328.6666666666667
23486,2024-04-03 10:03:51+00:00,10000000.0,7.673333333333333,3.22,0.24,22.11,0.9276666666666666,1,100.0,0.0,2.0,34351.0,2.0,34450.0,332.5
23490,2024-04-03 10:03:55+00:00,10000000.0,8.393333333333333,1.4703333333333333,0.10933333333333332,22.11,1.007,1,100.0,0.0,2.0,34337.0,2.0,34450.0,428.0
23494,2024-04-03 10:03:59+00:00,10000000.0,8.096666666666666,2.7566666666666664,0.15333333333333332,22.11,0.9786666666666667,1,100.0,0.0,2.0,34374.0,2.0,34480.0,453.0
23506,2024-04-03 10:04:11+00:00,10000000.0,8.386666666666667,2.267,0.14500000000000002,22.67,1.007,1,100.0,0.0,2.0,34681.0,2.0,34798.0,404.0
23510,2024-04-03 10:04:15+00:00,10000000.0,8.409999999999998,1.4959999999999998,0.15666666666666665,22.67,1.0106666666666666,1,100.0,0.0,2.0,34409.0,2.0,34515.0,384.0
23522,2024-04-03 10:04:27+00:00,10000000.0,8.436666666666666,2.2453333333333334,0.15333333333333332,26.45,1.0133333333333334,1,100.0,0.0,2.0,34350.0,2.0,34450.0,380.0
23526,2024-04-03 10:04:31+00:00,10000000.0,0.0,1.6160000000000003,0.0,26.45,0.0,1,100.0,0.0,2.0,9942.0,2.0,9974.0,118.33333333333333
23530,2024-04-03 10:04:35+00:00,10000000.0,0.0,1.6160000000000003,0.0,25.75,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,114.63333333333333
23534,2024-04-03 10:04:39+00:00,10000000.0,0.0,1.6160000000000003,0.0,25.75,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,105.16666666666667
23538,2024-04-03 10:04:43+00:00,10000000.0,0.0,1.6160000000000003,0.0,25.75,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,142.4
23542,2024-04-03 10:04:47+00:00,10000000.0,0.0,1.6160000000000003,0.0,25.75,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,241.66666666666666
23546,2024-04-03 10:04:51+00:00,10000000.0,0.0,1.6160000000000003,0.0,30.850000000000005,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,164.0
23551,2024-04-03 10:04:56+00:00,10000000.0,0.0,1.616,0.0,30.85,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,155.72500000000002
23555,2024-04-03 10:05:00+00:00,10000000.0,0.0,1.6160000000000003,0.0,30.850000000000005,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,240.33333333333334
23560,2024-04-03 10:05:05+00:00,10000000.0,0.0,1.616,0.0,25.1875,0.0,1,100.0,0.0,4.0,3.0,4.0,3.0,137.725
23564,2024-04-03 10:05:09+00:00,10000000.0,0.0,1.6160000000000003,0.0,23.3,0.0,1,100.0,0.0,2.0,3.0,2.0,3.0,120.60000000000001
23568,2024-04-03 10:05:13+00:00,10000000.0,0.0,1.6160000000000003,0.0,23.3,0.0,1,100.0,0.0,2.0,2.0,2.0,3.0,140.6
23580,2024-04-03 12:37:25+00:00,10000000.0,8.610909090909091,1.5648181818181819,0.014636363636363637,27.518181818181816,1.0286363636363638,1,100.0,0.0,2.0,32682.0,2.0,32784.0,181.12857142857143
23583,2024-04-03 12:37:28+00:00,10000000.0,10.17,1.6035,0.0,24.3,1.215,1,100.0,0.0,2.0,29771.0,2.0,29866.0,127.4
23586,2024-04-03 12:37:31+00:00,10000000.0,9.805,1.826,0.0,24.3,1.165,1,100.0,0.0,2.0,27120.0,2.0,27203.0,84.9
23588,2024-04-03 12:37:33+00:00,10000000.0,9.3,1.115,0.0,24.3,1.11,1,100.0,0.0,1.0,25831.0,1.0,25917.0,76.6
23590,2024-04-03 12:37:35+00:00,10000000.0,10.1,1.37,0.0,24.3,1.2,1,100.0,0.0,1.0,23925.0,1.0,23999.0,60.4
23592,2024-04-03 12:37:37+00:00,10000000.0,9.4,3.257,0.0,24.3,1.12,1,100.0,0.0,1.0,20234.0,1.0,20305.0,81.4
23594,2024-04-03 12:37:39+00:00,10000000.0,10.6,1.098,0.0,24.3,1.27,1,100.0,0.0,1.0,20932.0,1.0,20993.0,17.5
23596,2024-04-03 12:37:41+00:00,10000000.0,10.4,1.102,0.0,24.69,1.23,1,100.0,0.0,1.0,19843.0,1.0,19906.0,34.5
23598,2024-04-03 12:37:43+00:00,10000000.0,11.4,1.093,0.0,24.69,1.35,1,100.0,0.0,1.0,19003.0,1.0,19066.0,36.5
23601,2024-04-03 12:37:46+00:00,10000000.0,9.879999999999999,1.2035,0.0,24.69,1.175,1,100.0,0.0,2.0,26647.0,2.0,26741.0,113.7
23604,2024-04-03 12:37:49+00:00,10000000.0,9.21,1.9049999999999998,0.025,24.69,1.1,1,100.0,0.0,2.0,28375.0,2.0,28468.0,183.85
23606,2024-04-03 12:37:51+00:00,10000000.0,9.59,1.174,0.0,24.69,1.15,1,100.0,0.0,1.0,27214.0,1.0,27292.0,51.0
23609,2024-04-03 12:37:54+00:00,10000000.0,9.760000000000002,2.0305,0.0245,24.69,1.165,1,100.0,0.0,2.0,30575.0,2.0,30673.0,130.55
23612,2024-04-03 12:37:57+00:00,10000000.0,9.93,2.138,0.01,21.69,1.1955,1,100.0,0.0,2.0,28540.0,2.0,28641.0,126.25
23615,2024-04-03 12:38:00+00:00,10000000.0,10.1,1.5990000000000002,0.0,21.69,1.205,1,100.0,0.0,2.0,27381.0,2.0,27458.0,57.85
23617,2024-04-03 12:38:02+00:00,10000000.0,10.3,1.111,0.0,21.69,1.23,1,100.0,0.0,1.0,26244.0,1.0,26334.0,33.7
23620,2024-04-03 12:38:05+00:00,10000000.0,9.925,1.1484999999999999,0.0021,21.69,1.185,1,100.0,0.0,2.0,25582.0,2.0,25661.0,234.9
23623,2024-04-03 12:38:08+00:00,10000000.0,9.74,2.6435,0.0,21.69,1.16,1,100.0,0.0,2.0,30197.0,2.0,30293.0,87.45
23625,2024-04-03 12:38:10+00:00,10000000.0,10.5,2.458,0.0,21.69,1.25,1,100.0,0.0,1.0,23913.0,1.0,23992.0,64.4
23628,2024-04-03 12:38:13+00:00,10000000.0,9.945,1.3445,0.006,28.52,1.185,1,100.0,0.0,1.0,21665.0,1.0,21735.0,48.0
23630,2024-04-03 12:38:15+00:00,10000000.0,10.3,1.124,0.0,28.52,1.23,1,100.0,0.0,2.0,28824.0,2.0,28909.0,68.1
23633,2024-04-03 12:38:18+00:00,10000000.0,9.95,5.7445,0.0,28.52,1.185,1,100.0,0.0,2.0,28706.0,2.0,28797.0,120.5
